id;weight;product_id;dish_id
759;15.0;52544;88
760;15.0;1304;88
783;100.0;1369;93
784;100.0;1175;93
785;220.0;52547;93
786;30.0;761;93
787;100.0;1369;93
788;100.0;1175;93
789;220.0;52547;93
790;30.0;761;93
791;500.0;52537;94
792;700.0;1369;94
793;30.0;1175;94
794;2.5;1266;94
795;30.0;3144;94
796;11.0;1433;94
797;500.0;52537;94
798;700.0;1369;94
799;30.0;1175;94
800;2.5;1266;94
801;30.0;3144;94
802;11.0;1433;94
803;100.0;52537;95
804;500.0;1369;95
805;5.0;1433;95
806;27.5;52547;95
807;2.5;1175;95
808;0.25;1266;95
809;30.0;52544;95
810;100.0;52537;95
811;500.0;1369;95
812;5.0;1433;95
813;27.5;52547;95
814;2.5;1175;95
815;0.25;1266;95
816;30.0;52544;95
817;220.0;52547;96
818;100.0;1369;96
819;150.0;1175;96
820;5.0;1219;96
821;220.0;52547;96
822;100.0;1369;96
823;150.0;1175;96
824;5.0;1219;96
831;125.0;1369;98
832;75.0;3149;98
833;110.0;52547;98
834;2.5;1266;98
835;-1;786;98
836;125.0;1369;98
837;75.0;3149;98
838;110.0;52547;98
839;2.5;1266;98
840;-1;786;98
853;800.0;1688;101
854;50.0;52537;101
855;55.0;52547;101
856;60.0;1369;101
857;30.0;52544;101
858;-1;783;101
859;-1;1266;101
860;800.0;1688;101
861;50.0;52537;101
862;55.0;52547;101
863;60.0;1369;101
864;30.0;52544;101
865;-1;783;101
866;-1;1266;101
881;140.0;52537;104
882;7.0;762;104
883;80.0;52544;104
884;80.0;1369;104
885;15.0;1070;104
886;330.0;52547;104
887;110.0;1175;104
888;10.0;1219;104
889;5.0;1333;104
890;-1;1266;104
891;140.0;52537;104
892;7.0;762;104
893;80.0;52544;104
894;80.0;1369;104
895;15.0;1070;104
896;330.0;52547;104
897;110.0;1175;104
898;10.0;1219;104
899;5.0;1333;104
900;-1;1266;104
901;1000.0;915;105
902;375.0;1304;105
903;55.0;52547;105
904;30.0;52544;105
905;15.0;735;105
906;2.5;1266;105
907;2.5;1175;105
908;400.0;1802;105
909;100.0;133;105
910;-1;1266;105
911;-1;783;105
912;125.0;1304;105
913;1000.0;915;105
914;375.0;1304;105
915;55.0;52547;105
916;30.0;52544;105
917;15.0;735;105
918;2.5;1266;105
919;2.5;1175;105
920;400.0;1802;105
921;100.0;133;105
922;-1;1266;105
923;-1;783;105
924;125.0;1304;105
925;300.0;151;106
926;200.0;915;106
927;140.0;3149;106
928;100.0;1175;106
929;2.5;1328;106
930;-1;1266;106
931;60.0;52537;106
932;300.0;151;106
933;200.0;915;106
934;140.0;3149;106
935;100.0;1175;106
936;2.5;1328;106
937;-1;1266;106
938;60.0;52537;106
940;220.0;1304;108
941;4.0;1433;108
942;45.0;52544;108
943;20.0;1175;108
944;2.5;1266;108
945;-1;805;108
946;325.0;915;108
947;600.0;212;108
948;30.0;1175;108
949;55.0;52547;108
950;15.0;52537;108
951;220.0;1304;108
952;4.0;1433;108
953;45.0;52544;108
954;20.0;1175;108
955;2.5;1266;108
956;-1;805;108
957;325.0;915;108
958;600.0;212;108
959;30.0;1175;108
960;55.0;52547;108
961;15.0;52537;108
981;100;204;113
982;55.0;52547;113
983;45.0;1175;113
984;250.0;52537;113
985;180.0;1369;113
986;1.0;1328;113
987;30.0;1333;113
988;30.0;52544;113
989;100;204;113
990;55.0;52547;113
991;45.0;1175;113
992;250.0;52537;113
993;180.0;1369;113
994;1.0;1328;113
995;30.0;1333;113
996;30.0;52544;113
1016;400.0;1744;119
1017;55.0;52547;119
1018;60.0;1369;119
1019;-1;1266;119
1020;100.0;52544;119
1021;400.0;1744;119
1022;55.0;52547;119
1023;60.0;1369;119
1024;-1;1266;119
1025;100.0;52544;119
1031;500.0;52537;123
1032;165.0;52547;123
1033;200.0;1369;123
1034;30.0;52544;123
1035;30.0;1175;123
1036;2.5;1266;123
1037;500.0;52537;123
1038;165.0;52547;123
1039;200.0;1369;123
1040;30.0;52544;123
1041;30.0;1175;123
1042;2.5;1266;123
1053;350.0;1108;126
1054;380.0;915;126
1055;10.0;1433;126
1056;60.0;1348;126
1057;5.0;1266;126
1058;15.0;1175;126
1059;625.0;1304;126
1060;15.0;52544;126
1061;350.0;1108;126
1062;380.0;915;126
1063;10.0;1433;126
1064;60.0;1348;126
1065;5.0;1266;126
1066;15.0;1175;126
1067;625.0;1304;126
1068;15.0;52544;126
1069;110.0;52547;127
1070;60.0;1175;127
1071;6.0;1433;127
1072;2.5;1266;127
1073;75.0;3149;127
1074;200.0;52537;127
1075;15.0;1219;127
1076;5.0;52544;127
1077;490.0;915;127
1078;300.0;212;127
1079;45.0;1175;127
1080;40.0;3149;127
1081;3.75;1455;127
1082;27.5;52547;127
1083;0;52537;127
1084;110.0;52547;127
1085;60.0;1175;127
1086;6.0;1433;127
1087;2.5;1266;127
1088;75.0;3149;127
1089;200.0;52537;127
1090;15.0;1219;127
1091;5.0;52544;127
1092;490.0;915;127
1093;300.0;212;127
1094;45.0;1175;127
1095;40.0;3149;127
1096;3.75;1455;127
1097;27.5;52547;127
1098;0;52537;127
1119;240.0;1369;133
1120;280.0;52547;133
1121;55.0;52547;133
1122;30.0;1175;133
1123;5.0;1219;133
1124;-1;1266;133
1125;2.5;1328;133
1126;45.0;52544;133
1127;240.0;1369;133
1128;280.0;52547;133
1129;55.0;52547;133
1130;30.0;1175;133
1131;5.0;1219;133
1132;-1;1266;133
1133;2.5;1328;133
1134;45.0;52544;133
1145;625.0;915;135
1146;250.0;52537;135
1147;15.0;52544;135
1148;5.0;1433;135
1149;2.5;1175;135
1150;2.5;1266;135
1151;300.0;137;135
1152;100.0;133;135
1153;70.0;129;135
1154;-1;1266;135
1155;-1;783;135
1156;15.0;52544;135
1157;15.0;771;135
1158;625.0;915;135
1159;250.0;52537;135
1160;15.0;52544;135
1161;5.0;1433;135
1162;2.5;1175;135
1163;2.5;1266;135
1164;300.0;137;135
1165;100.0;133;135
1166;70.0;129;135
1167;-1;1266;135
1168;-1;783;135
1169;15.0;52544;135
1170;15.0;771;135
1178;350.0;1369;139
1179;250.0;1380;139
1180;55.0;52547;139
1181;15.0;52544;139
1182;2.5;1328;139
1183;2.5;1266;139
1184;400.0;1018;139
1185;55.0;52547;139
1186;100.0;1018;139
1187;20.0;981;139
1188;30.0;1380;139
1189;20.0;3149;139
1190;350.0;1369;139
1191;250.0;1380;139
1192;55.0;52547;139
1193;15.0;52544;139
1194;2.5;1328;139
1195;2.5;1266;139
1196;400.0;1018;139
1197;55.0;52547;139
1198;100.0;1018;139
1199;20.0;981;139
1200;30.0;1380;139
1201;20.0;3149;139
1202;250.0;52547;140
1203;160.0;1369;140
1204;200.0;212;140
1205;110.0;52547;140
1206;30.0;1175;140
1207;2.5;1328;140
1208;2.0;1266;140
1209;250.0;52547;140
1210;160.0;1369;140
1211;200.0;212;140
1212;110.0;52547;140
1213;30.0;1175;140
1214;2.5;1328;140
1215;2.0;1266;140
1216;500.0;1369;141
1217;55.0;52547;141
1218;30.0;52544;141
1219;100.0;1304;141
1220;-1;1266;141
1221;1000.0;212;141
1222;100.0;244;141
1223;80.0;268;141
1224;40.0;1175;141
1225;45.0;1333;141
1226;5.0;1455;141
1227;80.0;3149;141
1228;500.0;1369;141
1229;55.0;52547;141
1230;30.0;52544;141
1231;100.0;1304;141
1232;-1;1266;141
1233;1000.0;212;141
1234;100.0;244;141
1235;80.0;268;141
1236;40.0;1175;141
1237;45.0;1333;141
1238;5.0;1455;141
1239;80.0;3149;141
1240;110.0;52547;142
1241;60.0;1175;142
1242;3.75;1266;142
1243;200.0;52537;142
1244;75.0;3149;142
1245;6.0;1433;142
1246;1.25;805;142
1247;460.0;915;142
1248;45.0;3149;142
1249;37.5;1175;142
1250;20.0;981;142
1251;15.0;52537;142
1252;110.0;52547;142
1253;60.0;1175;142
1254;3.75;1266;142
1255;200.0;52537;142
1256;75.0;3149;142
1257;6.0;1433;142
1258;1.25;805;142
1259;460.0;915;142
1260;45.0;3149;142
1261;37.5;1175;142
1262;20.0;981;142
1263;15.0;52537;142
1292;500.0;1791;147
1293;110.0;52547;147
1294;70.0;1369;147
1295;2.5;1266;147
1296;-1;783;147
1297;45.0;52544;147
1298;500.0;1791;147
1299;110.0;52547;147
1300;70.0;1369;147
1301;2.5;1266;147
1302;-1;783;147
1303;45.0;52544;147
1304;750.0;1369;148
1305;250.0;1304;148
1306;10.0;1433;148
1307;187.5;52544;148
1308;225.0;1175;148
1309;5.0;1266;148
1310;750.0;1369;148
1311;250.0;1304;148
1312;10.0;1433;148
1313;187.5;52544;148
1314;225.0;1175;148
1315;5.0;1266;148
1317;625.0;1108;150
1318;350.0;52547;150
1319;5.0;1328;150
1320;-1;1266;150
1321;5.0;52544;150
1322;625.0;1108;150
1323;350.0;52547;150
1324;5.0;1328;150
1325;-1;1266;150
1326;5.0;52544;150
1327;200.0;1088;151
1328;110.0;52547;151
1329;15.0;1175;151
1330;10.0;915;151
1331;15.0;244;151
1332;30.0;1304;151
1333;200.0;1088;151
1334;110.0;52547;151
1335;15.0;1175;151
1336;10.0;915;151
1337;15.0;244;151
1338;30.0;1304;151
1356;500.0;1369;154
1357;250.0;52547;154
1358;125.0;52544;154
1359;10.0;1433;154
1360;15.0;1175;154
1361;5.0;1266;154
1362;200.0;1101;154
1363;110.0;52547;154
1364;10.0;1239;154
1365;10.0;6369;154
1366;-1;783;154
1367;-1;1266;154
1368;20.0;981;154
1369;15.0;4450;154
1370;500.0;1369;154
1371;250.0;52547;154
1372;125.0;52544;154
1373;10.0;1433;154
1374;15.0;1175;154
1375;5.0;1266;154
1376;200.0;1101;154
1377;110.0;52547;154
1378;10.0;1239;154
1379;10.0;6369;154
1380;-1;783;154
1381;-1;1266;154
1382;20.0;981;154
1383;15.0;4450;154
1384;370.0;1369;155
1385;230.0;1304;155
1386;5.0;1433;155
1387;5.0;1266;155
1388;370.0;1369;155
1389;230.0;1304;155
1390;5.0;1433;155
1391;5.0;1266;155
1392;100.0;52537;156
1393;200.0;1304;156
1394;15.0;1175;156
1395;15.0;1369;156
1396;21.0;1737;156
1397;500.0;1369;156
1398;110.0;52547;156
1399;5.0;1266;156
1400;60.0;52544;156
1401;5.0;1266;156
1402;105.0;52544;156
1403;25.0;6428;156
1404;20.0;6369;156
1405;100.0;52537;156
1406;200.0;1304;156
1407;15.0;1175;156
1408;15.0;1369;156
1409;21.0;1737;156
1410;500.0;1369;156
1411;110.0;52547;156
1412;5.0;1266;156
1413;60.0;52544;156
1414;5.0;1266;156
1415;105.0;52544;156
1416;25.0;6428;156
1417;20.0;6369;156
1425;400.0;915;159
1426;300.0;1304;159
1427;8.0;1433;159
1428;15.0;52544;159
1429;5.0;1175;159
1430;5.0;1266;159
1431;400.0;915;159
1432;300.0;1304;159
1433;8.0;1433;159
1434;15.0;52544;159
1435;5.0;1175;159
1436;5.0;1266;159
1468;35.0;980;162
1469;85.0;761;162
1470;85.0;1111;162
1471;35.0;980;162
1472;85.0;761;162
1473;85.0;1111;162
1480;200.0;1088;164
1481;55.0;52547;164
1482;45.0;1175;164
1483;1.0;1328;164
1484;1.0;805;164
1485;90.0;1369;164
1486;300.0;52544;164
1487;30.0;761;164
1488;200.0;1088;164
1489;55.0;52547;164
1490;45.0;1175;164
1491;1.0;1328;164
1492;1.0;805;164
1493;90.0;1369;164
1494;300.0;52544;164
1495;30.0;761;164
1496;370.0;1369;165
1497;150.0;1304;165
1498;60.0;52544;165
1499;7.5;1433;165
1500;75.0;1175;165
1501;2.5;1266;165
1502;60.0;52544;165
1503;120.0;1175;165
1504;370.0;1369;165
1505;150.0;1304;165
1506;60.0;52544;165
1507;7.5;1433;165
1508;75.0;1175;165
1509;2.5;1266;165
1510;60.0;52544;165
1511;120.0;1175;165
1532;200.0;1304;171
1533;300.0;1369;171
1534;3.0;1433;171
1535;50.0;1175;171
1536;25.0;3149;171
1537;2.5;1266;171
1538;250.0;52544;171
1539;200.0;1304;171
1540;300.0;1369;171
1541;3.0;1433;171
1542;50.0;1175;171
1543;25.0;3149;171
1544;2.5;1266;171
1545;250.0;52544;171
1546;55.0;52547;172
1547;130.0;52537;172
1548;10.0;1175;172
1549;2.5;1266;172
1550;5.0;1433;172
1551;45.0;3149;172
1552;300.0;915;172
1553;400.0;997;172
1554;100.0;133;172
1555;-1;1266;172
1556;5.0;1237;172
1557;20.0;3149;172
1558;20.0;981;172
1559;15.0;52537;172
1560;55.0;52547;172
1561;130.0;52537;172
1562;10.0;1175;172
1563;2.5;1266;172
1564;5.0;1433;172
1565;45.0;3149;172
1566;300.0;915;172
1567;400.0;997;172
1568;100.0;133;172
1569;-1;1266;172
1570;5.0;1237;172
1571;20.0;3149;172
1572;20.0;981;172
1573;15.0;52537;172
1574;700.0;915;173
1575;7.5;1266;173
1576;200.0;133;173
1577;350.0;1304;173
1578;100.0;3149;173
1579;700.0;915;173
1580;7.5;1266;173
1581;200.0;133;173
1582;350.0;1304;173
1583;100.0;3149;173
1589;200.0;52547;175
1590;200.0;1369;175
1591;110.0;52547;175
1592;5.0;1328;175
1593;-1;1266;175
1594;30.0;52544;175
1595;-1;1266;175
1596;300.0;979;175
1597;300.0;1368;175
1598;10.0;6369;175
1599;-1;783;175
1600;200.0;52547;175
1601;200.0;1369;175
1602;110.0;52547;175
1603;5.0;1328;175
1604;-1;1266;175
1605;30.0;52544;175
1606;-1;1266;175
1607;300.0;979;175
1608;300.0;1368;175
1609;10.0;6369;175
1610;-1;783;175
1611;200.0;1304;177
1612;60.0;3149;177
1613;1.25;1266;177
1614;5.0;761;177
1615;250.0;1369;177
1616;110.0;52547;177
1617;15.0;746;177
1618;500.0;52544;177
1619;200.0;1304;177
1620;60.0;3149;177
1621;1.25;1266;177
1622;5.0;761;177
1623;250.0;1369;177
1624;110.0;52547;177
1625;15.0;746;177
1626;500.0;52544;177
1627;300.0;2095;178
1628;-1;1266;178
1629;-1;783;178
1630;100.0;133;178
1631;400.0;32;178
1632;100.0;1303;178
1633;300.0;2095;178
1634;-1;1266;178
1635;-1;783;178
1636;100.0;133;178
1637;400.0;32;178
1638;100.0;1303;178
1639;125.0;1369;179
1640;50.0;1175;179
1641;70.0;980;179
1642;-1;805;179
1643;125.0;1369;179
1644;50.0;1175;179
1645;70.0;980;179
1646;-1;805;179
1651;500.0;212;181
1652;220.0;52547;181
1653;200.0;1369;181
1654;140.0;1175;181
1655;50.0;3149;181
1656;110.0;52547;181
1657;5.0;1328;181
1658;2.5;1266;181
1659;500.0;212;181
1660;220.0;52547;181
1661;200.0;1369;181
1662;140.0;1175;181
1663;50.0;3149;181
1664;110.0;52547;181
1665;5.0;1328;181
1666;2.5;1266;181
1672;150.0;1369;183
1673;250.0;1088;183
1674;80.0;1175;183
1675;55.0;52547;183
1676;1.25;1328;183
1677;-1;805;183
1678;-1;1266;183
1679;250.0;52544;183
1680;15.0;761;183
1681;150.0;1369;183
1682;250.0;1088;183
1683;80.0;1175;183
1684;55.0;52547;183
1685;1.25;1328;183
1686;-1;805;183
1687;-1;1266;183
1688;250.0;52544;183
1689;15.0;761;183
1691;150.0;52537;185
1692;250.0;1369;185
1693;55.0;52547;185
1694;25.0;3149;185
1695;4.0;4685;185
1696;50.0;1175;185
1697;2.0;1266;185
1698;350.0;52544;185
1699;150.0;52537;185
1700;250.0;1369;185
1701;55.0;52547;185
1702;25.0;3149;185
1703;4.0;4685;185
1704;50.0;1175;185
1705;2.0;1266;185
1706;350.0;52544;185
1723;200.0;52537;189
1724;55.0;52547;189
1725;45.0;1175;189
1726;250.0;1369;189
1727;1.25;1328;189
1728;50.0;52544;189
1729;-1;1266;189
1730;200.0;52537;189
1731;55.0;52547;189
1732;45.0;1175;189
