id;weight;product_id;dish_id
1733;250.0;1369;189
1734;1.25;1328;189
1735;50.0;52544;189
1736;-1;1266;189
1737;450.0;1369;190
1738;55.0;52547;190
1739;10.0;1433;190
1740;250.0;52537;190
1741;5.0;1266;190
1742;10.0;1175;190
1743;45.0;52544;190
1744;300.0;236;190
1745;100.0;200;190
1746;100.0;923;190
1747;45.0;4869;190
1748;300.0;212;190
1749;25.0;3149;190
1750;50.0;1175;190
1751;0.5;777;190
1752;150.0;1166;190
1753;55.0;52547;190
1754;450.0;1369;190
1755;55.0;52547;190
1756;10.0;1433;190
1757;250.0;52537;190
1758;5.0;1266;190
1759;10.0;1175;190
1760;45.0;52544;190
1761;300.0;236;190
1762;100.0;200;190
1763;100.0;923;190
1764;45.0;4869;190
1765;300.0;212;190
1766;25.0;3149;190
1767;50.0;1175;190
1768;0.5;777;190
1769;150.0;1166;190
1770;55.0;52547;190
1779;460.0;915;195
1780;24.0;1737;195
1781;55.0;52547;195
1782;150.0;52537;195
1783;100.0;1304;195
1784;120.0;1175;195
1785;60.0;3149;195
1786;1.0;805;195
1787;-1;1266;195
1788;30.0;52544;195
1789;70.0;3149;195
1790;120.0;1175;195
1791;460.0;915;195
1792;24.0;1737;195
1793;55.0;52547;195
1794;150.0;52537;195
1795;100.0;1304;195
1796;120.0;1175;195
1797;60.0;3149;195
1798;1.0;805;195
1799;-1;1266;195
1800;30.0;52544;195
1801;70.0;3149;195
1802;120.0;1175;195
1809;500.0;52537;198
1810;60.0;1175;198
1811;55.0;52547;198
1812;1.0;1266;198
1813;50.0;3149;198
1814;900.0;1369;198
1815;20.0;52544;198
1816;30.0;1737;198
1817;300.0;1174;198
1818;500.0;52537;198
1819;60.0;1175;198
1820;55.0;52547;198
1821;1.0;1266;198
1822;50.0;3149;198
1823;900.0;1369;198
1824;20.0;52544;198
1825;30.0;1737;198
1826;300.0;1174;198
1827;180.0;52537;199
1828;160.0;1369;199
1829;120.0;1329;199
1830;50.0;3149;199
1831;110.0;52547;199
1832;30.0;1175;199
1833;30.0;52544;199
1834;1.0;1266;199
1835;180.0;52537;199
1836;160.0;1369;199
1837;120.0;1329;199
1838;50.0;3149;199
1839;110.0;52547;199
1840;30.0;1175;199
1841;30.0;52544;199
1842;1.0;1266;199
1843;300.0;753;200
1844;250.0;1304;200
1845;60.0;1201;200
1846;60.0;1175;200
1847;300.0;753;200
1848;250.0;1304;200
1849;60.0;1201;200
1850;60.0;1175;200
1851;250.0;52537;201
1852;70.0;1175;201
1853;70.0;912;201
1854;30.0;3149;201
1855;15.0;762;201
1856;55.0;52547;201
1857;45.0;1369;201
1858;10.0;762;201
1859;20.0;3871;201
1860;250.0;52537;201
1861;70.0;1175;201
1862;70.0;912;201
1863;30.0;3149;201
1864;15.0;762;201
1865;55.0;52547;201
1866;45.0;1369;201
1867;10.0;762;201
1868;20.0;3871;201
1870;15.0;800;203
1871;300.0;52542;203
1872;30.0;1175;203
1873;1.0;805;203
1874;40.0;981;203
1875;250.0;52537;203
1876;125.0;1304;203
1877;15.0;800;203
1878;300.0;52542;203
1879;30.0;1175;203
1880;1.0;805;203
1881;40.0;981;203
1882;250.0;52537;203
1883;125.0;1304;203
1884;300.0;52542;205
1885;100.0;250;205
1886;50.0;268;205
1887;45.0;761;205
1888;30.0;1175;205
1889;5.0;1219;205
1890;300.0;52542;205
1891;100.0;250;205
1892;50.0;268;205
1893;45.0;761;205
1894;30.0;1175;205
1895;5.0;1219;205
1896;300.0;225;206
1897;180.0;1175;206
1898;350.0;1304;206
1899;3.0;1315;206
1900;300.0;225;206
1901;180.0;1175;206
1902;350.0;1304;206
1903;3.0;1315;206
1904;300.0;1066;207
1905;150.0;1304;207
1906;180.0;1175;207
1907;15.0;1266;207
1908;15.0;1333;207
1909;300.0;1066;207
1910;150.0;1304;207
1911;180.0;1175;207
1912;15.0;1266;207
1913;15.0;1333;207
1914;100;204;208
1915;40.0;3149;208
1916;30.0;1176;208
1917;2.5;1455;208
1918;100;204;208
1919;40.0;3149;208
1920;30.0;1176;208
1921;2.5;1455;208
1922;100;195;209
1923;30.0;1175;209
1924;60.0;4869;209
1925;30.0;268;209
1926;10.0;3149;209
1927;100;195;209
1928;30.0;1175;209
1929;60.0;4869;209
1930;30.0;268;209
1931;10.0;3149;209
1932;600.0;151;210
1933;100.0;244;210
1934;80.0;1175;210
1935;300.0;212;210
1936;15.0;1333;210
1937;600.0;151;210
1938;100.0;244;210
1939;80.0;1175;210
1940;300.0;212;210
1941;15.0;1333;210
1944;300.0;292;212
1945;300.0;1793;212
1946;100.0;1304;212
1947;20.0;800;212
1948;30.0;1175;212
1949;10.0;5241;212
1950;300.0;292;212
1951;300.0;1793;212
1952;100.0;1304;212
1953;20.0;800;212
1954;30.0;1175;212
1955;10.0;5241;212
1960;100.0;1304;214
1961;25.0;1175;214
1962;200.0;212;214
1963;15.0;3149;214
1964;2.5;1455;214
1965;100.0;1304;214
1966;25.0;1175;214
1967;200.0;212;214
1968;15.0;3149;214
1969;2.5;1455;214
1970;200.0;200;215
1971;30.0;1333;215
1972;15.0;1176;215
1973;1.25;777;215
1974;200.0;200;215
1975;30.0;1333;215
1976;15.0;1176;215
1977;1.25;777;215
1978;500.0;4434;216
1979;30.0;1175;216
1980;2.5;1266;216
1981;500.0;4434;216
1982;30.0;1175;216
1983;2.5;1266;216
1989;30.0;980;218
1990;300.0;212;218
1991;100.0;230;218
1992;360.0;4869;218
1993;10.0;1315;218
1994;50.0;1304;218
1995;30.0;980;218
1996;300.0;212;218
1997;100.0;230;218
1998;360.0;4869;218
1999;10.0;1315;218
2000;50.0;1304;218
2013;350.0;52542;223
2014;300.0;52537;223
2015;80.0;1175;223
2016;20.0;800;223
2017;60.0;981;223
2018;1.0;805;223
2019;50.0;225;223
2020;350.0;52542;223
2021;300.0;52537;223
2022;80.0;1175;223
2023;20.0;800;223
2024;60.0;981;223
2025;1.0;805;223
2026;50.0;225;223
2027;300.0;1088;224
2028;100;204;224
2029;165.0;52547;224
2030;150.0;52542;224
2031;75.0;1175;224
2032;45.0;1369;224
2033;-1;1266;224
2034;300.0;1088;224
2035;100;204;224
2036;165.0;52547;224
2037;150.0;52542;224
2038;75.0;1175;224
2039;45.0;1369;224
2040;-1;1266;224
2041;100.0;980;225
2042;200.0;1175;225
2043;100.0;1304;225
2044;100.0;980;225
2045;200.0;1175;225
2046;100.0;1304;225
2047;100;204;227
2048;50.0;52546;227
2049;100;204;227
2050;50.0;52546;227
2051;35.0;886;228
2052;25.0;3149;228
2053;35.0;1175;228
2054;20.0;981;228
2055;70.0;980;228
2056;35.0;886;228
2057;25.0;3149;228
2058;35.0;1175;228
2059;20.0;981;228
2060;70.0;980;228
2061;300.0;200;229
2062;7.0;800;229
2063;60.0;1175;229
2064;20.0;1080;229
2065;300.0;200;229
2066;7.0;800;229
2067;60.0;1175;229
2068;20.0;1080;229
2069;300.0;212;230
2070;400.0;1304;230
2071;40.0;1175;230
2072;100;1217;230
2073;100;1454;230
2074;30.0;1333;230
2075;-1;1455;230
2076;300.0;212;230
2077;400.0;1304;230
2078;40.0;1175;230
2079;100;1217;230
2080;100;1454;230
2081;30.0;1333;230
2082;-1;1455;230
2089;300.0;225;234
2090;80.0;1175;234
2091;8.0;800;234
2092;50.0;1304;234
2093;300.0;225;234
2094;80.0;1175;234
2095;8.0;800;234
2096;50.0;1304;234
2099;400.0;212;236
2100;100.0;244;236
2101;45.0;4869;236
2102;400.0;212;236
2103;100.0;244;236
2104;45.0;4869;236
2106;500.0;52537;238
2107;275.0;52547;238
2108;100.0;1175;238
2109;-1;805;238
2110;150.0;1175;238
2111;50.0;1304;238
2112;500.0;52537;238
2113;275.0;52547;238
2114;100.0;1175;238
2115;-1;805;238
2116;150.0;1175;238
2117;50.0;1304;238
2118;80.0;1088;239
2119;60.0;3871;239
2120;60.0;52542;239
2121;30.0;1175;239
2122;0;236;239
2123;5.0;886;239
2124;50.0;893;239
2125;80.0;1088;239
2126;60.0;3871;239
2127;60.0;52542;239
2128;30.0;1175;239
2129;0;236;239
2130;5.0;886;239
2131;50.0;893;239
2132;100.0;212;240
2133;100;204;240
2134;100.0;200;240
2135;70.0;52542;240
2136;60.0;1175;240
2137;30.0;268;240
2138;5.0;1333;240
2139;100.0;212;240
2140;100;204;240
2141;100.0;200;240
2142;70.0;52542;240
2143;60.0;1175;240
2144;30.0;268;240
2145;5.0;1333;240
2151;300.0;1079;242
2152;250.0;1058;242
2153;200.0;2050;242
2154;100.0;1554;242
2155;80.0;1175;242
2156;300.0;1079;242
2157;250.0;1058;242
2158;200.0;2050;242
2159;100.0;1554;242
2160;80.0;1175;242
2171;200.0;1329;249
2172;200.0;1304;249
2173;25.0;800;249
2174;150.0;222;249
2175;100;203;249
2176;100;207;249
2177;200.0;1329;249
2178;200.0;1304;249
2179;25.0;800;249
2180;150.0;222;249
2181;100;203;249
2182;100;207;249
2184;450.0;1538;251
2185;200.0;3149;251
2186;100.0;52544;251
2187;270.0;268;251
2188;450.0;1175;251
2189;350.0;1304;251
2190;15.0;1333;251
2191;-1;777;251
2192;450.0;1538;251
2193;200.0;3149;251
2194;100.0;52544;251
2195;270.0;268;251
2196;450.0;1175;251
2197;350.0;1304;251
2198;15.0;1333;251
2199;-1;777;251
2200;800.0;212;252
2201;55.0;915;252
2202;120.0;1175;252
2203;45.0;3149;252
2204;55.0;82;252
2205;1.5;821;252
2206;1.5;777;252
2207;800.0;212;252
2208;55.0;915;252
2209;120.0;1175;252
2210;45.0;3149;252
2211;55.0;82;252
2212;1.5;821;252
2213;1.5;777;252
2214;100.0;1369;256
2215;100.0;1175;256
2216;220.0;52547;256
2217;30.0;762;256
2218;200.0;225;256
2219;250.0;1079;256
2220;60.0;761;256
2221;100.0;1369;256
2222;100.0;1175;256
2223;220.0;52547;256
2224;30.0;762;256
2225;200.0;225;256
2226;250.0;1079;256
2227;60.0;761;256
2253;500.0;52547;264
2254;200.0;52542;264
2255;100.0;3871;264
2256;60.0;1175;264
2257;40.0;1304;264
2258;15.0;800;264
2259;5.0;1220;264
2260;500.0;52547;264
2261;200.0;52542;264
2262;100.0;3871;264
2263;60.0;1175;264
2264;40.0;1304;264
2265;15.0;800;264
2266;5.0;1220;264
2274;200.0;1549;266
2275;400.0;1431;266
2276;200.0;1549;266
2277;400.0;1431;266
2289;500.0;246;269
2290;500.0;268;269
2291;10.0;1175;269
2292;-1;1333;269
2293;-1;1266;269
2294;500.0;52542;269
2295;45.0;1175;269
2296;500.0;246;269
2297;500.0;268;269
2298;10.0;1175;269
2299;-1;1333;269
2300;-1;1266;269
2301;500.0;52542;269
2302;45.0;1175;269
2310;400.0;225;275
2311;45.0;52542;275
2312;30.0;1175;275
2313;400.0;225;275
2314;45.0;52542;275
2315;30.0;1175;275
2318;400.0;151;279
2319;300.0;212;279
2320;200.0;244;279
2321;100.0;249;279
2322;100.0;268;279
2323;45.0;1175;279
2324;45.0;4869;279
2325;50.0;3149;279
2326;400.0;151;279
2327;300.0;212;279
2328;200.0;244;279
2329;100.0;249;279
2330;100.0;268;279
2331;45.0;1175;279
2332;45.0;4869;279
2333;50.0;3149;279
2339;400.0;52542;284
2340;100.0;1175;284
2341;5.0;1315;284
2342;100.0;886;284
2343;10.0;814;284
2344;400.0;52542;284
2345;100.0;1175;284
2346;5.0;1315;284
2347;100.0;886;284
2348;10.0;814;284
2349;175.0;753;285
2350;115.0;3149;285
2351;175.0;1175;285
2352;110.0;52547;285
2353;20.0;981;285
2354;80.0;1369;285
2355;45.0;762;285
2356;150.0;1166;285
2357;200.0;3871;285
2358;100;225;285
2359;150.0;912;285
2360;1.0;1326;285
2361;175.0;753;285
2362;115.0;3149;285
2363;175.0;1175;285
2364;110.0;52547;285
2365;20.0;981;285
2366;80.0;1369;285
2367;45.0;762;285
2368;150.0;1166;285
2369;200.0;3871;285
2370;100;225;285
2371;150.0;912;285
2372;1.0;1326;285
2375;500.0;1079;287
2376;10.0;800;287
2377;30.0;1175;287
2378;1.0;805;287
2379;200.0;225;287
2380;500.0;1079;287
2381;10.0;800;287
2382;30.0;1175;287
2383;1.0;805;287
2384;200.0;225;287
2396;500.0;151;297
2397;400.0;1079;297
2398;15.0;800;297
2399;30.0;761;297
2400;15.0;777;297
2401;-1;268;297
2402;100.0;1166;297
2403;500.0;151;297
2404;400.0;1079;297
2405;15.0;800;297
2406;30.0;761;297
2407;15.0;777;297
2408;-1;268;297
2409;100.0;1166;297
2410;100;204;298
2411;180.0;82;298
2412;60.0;4869;298
2413;150.0;52542;298
2414;15.0;761;298
2415;150.0;4096;298
2416;10.0;753;298
2417;50.0;1179;298
2418;10.0;52544;298
2419;100;204;298
2420;180.0;82;298
2421;60.0;4869;298
2422;150.0;52542;298
2423;15.0;761;298
2424;150.0;4096;298
2425;10.0;753;298
2426;50.0;1179;298
2427;10.0;52544;298
2428;170.0;205;299
2429;170.0;208;299
2430;120.0;1304;299
2431;45.0;1175;299
2432;30.0;1333;299
2433;-1;1245;299
2434;170.0;205;299
2435;170.0;208;299
2436;120.0;1304;299
2437;45.0;1175;299
2438;30.0;1333;299
2439;-1;1245;299
2440;100;204;302
2441;65.0;1048;302
2442;100;204;302
2443;65.0;1048;302
2444;120.0;1369;305
2445;100.0;3149;305
2446;100.0;1175;305
2447;30.0;82;305
2448;700.0;212;305
2449;100.0;236;305
2450;5.0;777;305
2451;1.6500000000000001;821;305
2452;120.0;1369;305
2453;100.0;3149;305
2454;100.0;1175;305
2455;30.0;82;305
2456;700.0;212;305
2457;100.0;236;305
2458;5.0;777;305
2459;1.6500000000000001;821;305
2463;500.0;52542;315
2464;180.0;1175;315
2465;100;204;315
2466;500.0;52542;315
2467;180.0;1175;315
2468;100;204;315
2469;1000.0;1088;317
2470;150.0;52547;317
2471;30.0;52542;317
2472;45.0;4869;317
2473;100;204;317
2474;1000.0;1088;317
2475;150.0;52547;317
2476;30.0;52542;317
2477;45.0;4869;317
2478;100;204;317
2489;200.0;1088;321
2490;200.0;52542;321
2491;70.0;1175;321
2492;10.0;800;321
2493;60.0;1304;321
2494;30.0;1175;321
2495;200.0;226;321
2496;200.0;1088;321
2497;200.0;52542;321
2498;70.0;1175;321
2499;10.0;800;321
2500;60.0;1304;321
2501;30.0;1175;321
2502;200.0;226;321
2503;250.0;1088;322
2504;250.0;52537;322
2505;180.0;52542;322
2506;45.0;1175;322
2507;15.0;800;322
2508;360.0;4046;322
2509;250.0;1088;322
2510;250.0;52537;322
2511;180.0;52542;322
2512;45.0;1175;322
2513;15.0;800;322
2514;360.0;4046;322
2515;600.0;212;323
2516;200.0;1175;323
2517;5.0;777;323
2518;15.0;806;323
2519;500.0;1194;323
2520;600.0;212;323
2521;200.0;1175;323
2522;5.0;777;323
2523;15.0;806;323
2524;500.0;1194;323
2525;100.0;204;324
2526;100.0;1088;324
2527;100.0;225;324
2528;100.0;204;324
2529;100.0;1088;324
2530;100.0;225;324
2531;350.0;52537;325
2532;200.0;1079;325
2533;55.0;52547;325
2534;40.0;981;325
2535;100.0;1175;325
2536;5.0;1219;325
2537;160.0;1175;325
2538;60.0;1304;325
2539;350.0;52537;325
2540;200.0;1079;325
2541;55.0;52547;325
2542;40.0;981;325
2543;100.0;1175;325
2544;5.0;1219;325
2545;160.0;1175;325
2546;60.0;1304;325
2548;200.0;225;329
2549;150.0;761;329
2550;45.0;1333;329
2551;15.0;800;329
2552;200.0;225;329
2553;150.0;761;329
2554;45.0;1333;329
2555;15.0;800;329
2556;450.0;151;330
2557;100.0;52546;330
2558;100.0;200;330
2559;100;248;330
2560;60.0;1175;330
2561;450.0;151;330
2562;100.0;52546;330
2563;100.0;200;330
2564;100;248;330
2565;60.0;1175;330
2566;250.0;1088;331
2567;200.0;52542;331
2568;50.0;1175;331
2569;15.0;800;331
2570;200.0;227;331
2571;250.0;1088;331
2572;200.0;52542;331
2573;50.0;1175;331
2574;15.0;800;331
2575;200.0;227;331
2576;100;204;332
2577;70.0;1554;332
2578;100.0;268;332
2579;250.0;1079;332
2580;125.0;52537;332
2581;30.0;1175;332
2582;15.0;817;332
2583;5.0;1328;332
2584;-1;4715;332
2585;100;204;332
2586;70.0;1554;332
2587;100.0;268;332
2588;250.0;1079;332
2589;125.0;52537;332
2590;30.0;1175;332
2591;15.0;817;332
2592;5.0;1328;332
2593;-1;4715;332
2594;200.0;225;334
2595;600.0;1088;334
2596;55.0;52547;334
2597;50.0;3149;334
2598;250.0;1175;334
2599;125.0;1369;334
2600;100.0;814;334
2601;2000.0;1304;334
2602;-1;1266;334
2603;-1;805;334
2604;200.0;225;334
2605;600.0;1088;334
2606;55.0;52547;334
2607;50.0;3149;334
2608;250.0;1175;334
2609;125.0;1369;334
2610;100.0;814;334
2611;2000.0;1304;334
2612;-1;1266;334
2613;-1;805;334
2614;300.0;225;335
2615;200.0;1088;335
2616;50.0;886;335
2617;5.0;1219;335
2618;-1;1175;335
2619;50.0;1079;335
2620;300.0;225;335
2621;200.0;1088;335
2622;50.0;886;335
2623;5.0;1219;335
2624;-1;1175;335
2625;50.0;1079;335
2630;100;225;337
2631;62.5;1179;337
2632;500.0;1175;337
2633;250.0;1304;337
2634;100;225;337
2635;62.5;1179;337
2636;500.0;1175;337
2637;250.0;1304;337
2641;1500.0;151;341
2642;750.0;1175;341
2643;5.0;819;341
2644;-1;821;341
2645;-1;777;341
2646;15.0;761;341
2647;15.0;818;341
2648;1500.0;151;341
2649;750.0;1175;341
2650;5.0;819;341
2651;-1;821;341
2652;-1;777;341
2653;15.0;761;341
2654;15.0;818;341
2655;200.0;212;342
2656;45.0;915;342
2657;5.0;1449;342
2658;5.0;777;342
2659;200.0;212;342
2660;45.0;915;342
2661;5.0;1449;342
2662;5.0;777;342
2664;180.0;52537;344
2665;100.0;762;344
2666;50.0;3149;344
2667;50.0;1175;344
2668;180.0;52537;344
2669;100.0;762;344
2670;50.0;3149;344
2671;50.0;1175;344
2704;200.0;212;349
2705;30.0;4869;349
2706;100;268;349
2707;100;246;349
2708;100;250;349
2709;5.0;244;349
2710;2.0;1455;349
2711;200.0;212;349
2712;30.0;4869;349
2713;100;268;349
2714;100;246;349
2715;100;250;349
2716;5.0;244;349
2717;2.0;1455;349
3015;170.0;746;389
3016;370.0;1304;389
3017;22.5;1175;389
3018;50.0;52546;389
3019;5.0;1342;389
3020;15.0;1372;389
3021;100;776;389
3022;15.0;806;389
3023;170.0;746;389
3024;370.0;1304;389
3025;22.5;1175;389
3026;50.0;52546;389
3027;5.0;1342;389
3028;15.0;1372;389
3029;100;776;389
3030;15.0;806;389
3196;400.0;129;449
3197;5.0;6428;449
3198;30.0;52540;449
3199;-1;1266;449
3200;400.0;129;449
3201;5.0;6428;449
3202;30.0;52540;449
3203;-1;1266;449
3230;450.0;129;465
3231;22.5;6230;465
3232;30.0;525;465
3233;15.0;1333;465
3234;1.25;4869;465
3235;2.5;4680;465
3236;2.5;1266;465
3237;-1;783;465
3238;450.0;129;465
3239;22.5;6230;465
3240;30.0;525;465
3241;15.0;1333;465
3242;1.25;4869;465
3243;2.5;4680;465
3244;2.5;1266;465
3245;-1;783;465
3246;300.0;700;467
3247;200.0;183;467
3248;100.0;133;467
3249;150.0;1537;467
3250;200.0;1026;467
3251;100;1029;467
3252;10.0;6230;467
3253;15.0;525;467
3254;5.0;834;467
3255;30.0;52544;467
3256;-1;1266;467
3257;300.0;700;467
3258;200.0;183;467
3259;100.0;133;467
3260;150.0;1537;467
3261;200.0;1026;467
3262;100;1029;467
3263;10.0;6230;467
3264;15.0;525;467
3265;5.0;834;467
3266;30.0;52544;467
3267;-1;1266;467
3306;1200.0;137;495
3307;100.0;129;495
3308;500.0;1304;495
3309;100.0;1175;495
3310;62.5;3144;495
3311;110.0;52538;495
3312;15.0;1266;495
3313;1200.0;137;495
3314;100.0;129;495
3315;500.0;1304;495
3316;100.0;1175;495
3317;62.5;3144;495
3318;110.0;52538;495
3319;15.0;1266;495
3349;100.0;2247;511
3350;30.0;1752;511
3351;100.0;131;511
3352;60.0;1015;511
3353;5.0;4450;511
3354;22.5;52544;511
3355;22.5;784;511
3356;-1;1266;511
3357;22.5;525;511
3358;5.0;833;511
3359;15.0;1333;511
3360;100.0;2247;511
3361;30.0;1752;511
3362;100.0;131;511
3363;60.0;1015;511
3364;5.0;4450;511
3365;22.5;52544;511
3366;22.5;784;511
3367;-1;1266;511
3368;22.5;525;511
3369;5.0;833;511
3370;15.0;1333;511
3383;70.0;129;522
3384;100;268;522
3385;20.0;244;522
3386;5.0;4869;522
3387;15.0;52542;522
3388;70.0;129;522
3389;100;268;522
3390;20.0;244;522
3391;5.0;4869;522
3392;15.0;52542;522
3404;70.0;129;529
3405;100.0;1026;529
3406;100.0;133;529
3407;5.0;6428;529
3408;45.0;52544;529
3409;-1;1266;529
3410;-1;783;529
3411;70.0;129;529
3412;100.0;1026;529
3413;100.0;133;529
3414;5.0;6428;529
3415;45.0;52544;529
3416;-1;1266;529
3417;-1;783;529
3427;250.0;183;535
3428;200.0;2888;535
3429;220.0;52547;535
3430;140.0;129;535
3431;100.0;52540;535
3432;30.0;6369;535
3433;-1;1266;535
3434;30.0;52544;535
3435;250.0;183;535
3436;200.0;2888;535
3437;220.0;52547;535
3438;140.0;129;535
3439;100.0;52540;535
3440;30.0;6369;535
3441;-1;1266;535
3442;30.0;52544;535
3453;385.0;52547;540
3454;20.0;6113;540
3455;5.0;6369;540
3456;45.0;52540;540
3457;-1;1266;540
3458;-1;783;540
3459;385.0;52547;540
3460;20.0;6113;540
3461;5.0;6369;540
3462;45.0;52540;540
3463;-1;1266;540
3464;-1;783;540
3465;200.0;2171;541
3466;200.0;1427;541
3467;50.0;268;541
3468;1.0;52543;541
3469;100.0;1368;541
3470;5.0;6428;541
3471;20.0;6230;541
3472;45.0;52544;541
3473;30.0;834;541
3474;-1;783;541
3475;-1;1266;541
3476;200.0;2171;541
3477;200.0;1427;541
3478;50.0;268;541
3479;1.0;52543;541
3480;100.0;1368;541
3481;5.0;6428;541
3482;20.0;6230;541
3483;45.0;52544;541
3484;30.0;834;541
3485;-1;783;541
3486;-1;1266;541
3506;200.0;2171;549
3507;100.0;133;549
3508;100.0;1025;549
3509;110.0;52547;549
3510;50.0;52540;549
3511;15.0;52544;549
3512;2.5;1266;549
3513;200.0;2171;549
3514;100.0;133;549
3515;100.0;1025;549
3516;110.0;52547;549
3517;50.0;52540;549
3518;15.0;52544;549
3519;2.5;1266;549
3526;300.0;137;552
3527;200.0;129;552
3528;-1;1638;552
3529;45.0;52542;552
3530;30.0;52540;552
3531;5.0;4680;552
3532;1.25;1266;552
3533;-1;783;552
3534;2.0;1175;552
3535;300.0;137;552
3536;200.0;129;552
3537;-1;1638;552
3538;45.0;52542;552
3539;30.0;52540;552
3540;5.0;4680;552
3541;1.25;1266;552
3542;-1;783;552
3543;2.0;1175;552
3566;500.0;151;561
3567;30.0;3149;561
3568;20.0;1369;561
3569;400.0;1304;561
3570;150.0;52537;561
3571;100.0;1079;561
3572;-1;1266;561
3573;500.0;151;561
3574;30.0;3149;561
3575;20.0;1369;561
3576;400.0;1304;561
3577;150.0;52537;561
3578;100.0;1079;561
3579;-1;1266;561
3584;200.0;2930;565
3585;50.0;1421;565
3586;100.0;131;565
3587;100.0;133;565
3588;5.0;771;565
3589;35.0;129;565
3590;1000.0;1304;565
3591;30.0;268;565
3592;5.0;788;565
3593;15.0;6428;565
3594;45.0;3144;565
3595;-1;1266;565
3596;-1;1236;565
3597;200.0;2930;565
3598;50.0;1421;565
3599;100.0;131;565
3600;100.0;133;565
3601;5.0;771;565
3602;35.0;129;565
3603;1000.0;1304;565
3604;30.0;268;565
3605;5.0;788;565
3606;15.0;6428;565
3607;45.0;3144;565
3608;-1;1266;565
3609;-1;1236;565
3617;3000.0;1304;569
3618;400.0;1510;569
3619;100.0;1368;569
3620;6.0;778;569
3621;30.0;735;569
3622;-1;6369;569
3623;8.0;4852;569
3624;-1;783;569
3625;-1;1266;569
3626;3000.0;1304;569
3627;400.0;1510;569
3628;100.0;1368;569
3629;6.0;778;569
3630;30.0;735;569
3631;-1;6369;569
3632;8.0;4852;569
3633;-1;783;569
3634;-1;1266;569
3640;500.0;52537;576
3641;50.0;873;576
3642;-1;1266;576
3643;15.0;1175;576
3644;500.0;52537;576
3645;50.0;873;576
3646;-1;1266;576
3647;15.0;1175;576
3664;450.0;183;589
3665;500.0;1304;589
3666;300.0;1079;589
3667;100.0;1368;589
3668;45.0;784;589
3669;15.0;3149;589
3670;-1;783;589
3671;-1;1266;589
3672;450.0;183;589
3673;500.0;1304;589
3674;300.0;1079;589
3675;100.0;1368;589
3676;45.0;784;589
3677;15.0;3149;589
3678;-1;783;589
3679;-1;1266;589
3877;1500.0;2171;681
3878;3500.0;1304;681
3879;25.0;6428;681
3880;30.0;1230;681
3881;10.0;6113;681
3882;-1;6230;681
3883;-1;1239;681
3884;-1;783;681
3885;-1;1266;681
3886;1500.0;2171;681
3887;3500.0;1304;681
3888;25.0;6428;681
3889;30.0;1230;681
3890;10.0;6113;681
3891;-1;6230;681
3892;-1;1239;681
3893;-1;783;681
3894;-1;1266;681
3912;90.0;915;689
3913;55.0;52547;689
3914;-1;1266;689
3915;90.0;915;689
3916;55.0;52547;689
3917;-1;1266;689
3972;200.0;2247;712
3973;100.0;1368;712
3974;70.0;129;712
3975;55.0;52547;712
3976;200.0;1369;712
3977;10.0;3144;712
3978;10.0;525;712
3979;6.0;778;712
3980;-1;783;712
3981;-1;1266;712
3982;200.0;2247;712
3983;100.0;1368;712
3984;70.0;129;712
3985;55.0;52547;712
3986;200.0;1369;712
3987;10.0;3144;712
3988;10.0;525;712
3989;6.0;778;712
3990;-1;783;712
3991;-1;1266;712
4003;1000.0;2341;716
4004;70.0;129;716
4005;100.0;133;716
4006;9.0;778;716
4007;-1;1266;716
4008;-1;783;716
4009;55.0;52547;716
4010;4000.0;1304;716
4011;1000.0;2341;716
4012;70.0;129;716
4013;100.0;133;716
4014;9.0;778;716
4015;-1;1266;716
4016;-1;783;716
4017;55.0;52547;716
4018;4000.0;1304;716
4019;500.0;129;717
4020;100.0;133;717
4021;5.0;6428;717
4022;15.0;771;717
4023;45.0;52544;717
4024;2.5;1266;717
4025;-1;783;717
4026;500.0;129;717
4027;100.0;133;717
4028;5.0;6428;717
4029;15.0;771;717
4030;45.0;52544;717
4031;2.5;1266;717
4032;-1;783;717
4042;100;2438;723
4043;300.0;200;723
4044;100.0;52546;723
4045;-1;1266;723
4046;5.0;1449;723
4047;100;1454;723
4048;30.0;4869;723
4049;15.0;52544;723
4050;100.0;200;723
4051;100.0;212;723
4052;100;2438;723
4053;300.0;200;723
4054;100.0;52546;723
4055;-1;1266;723
4056;5.0;1449;723
4057;100;1454;723
4058;30.0;4869;723
4059;15.0;52544;723
4060;100.0;200;723
4061;100.0;212;723
4093;300.0;2930;733
4094;100.0;133;733
4095;20.0;3144;733
4096;-1;4894;733
4097;-1;1268;733
4098;-1;783;733
4099;300.0;2930;733
4100;100.0;133;733
4101;20.0;3144;733
4102;-1;4894;733
4103;-1;1268;733
4104;-1;783;733
4105;400.0;700;734
4106;200.0;133;734
4107;20.0;52544;734
4108;-1;1266;734
4109;-1;783;734
4110;400.0;700;734
4111;200.0;133;734
4112;20.0;52544;734
4113;-1;1266;734
4114;-1;783;734
4116;90.0;52537;736
4117;165.0;52547;736
4118;-1;1266;736
4119;15.0;52544;736
4120;90.0;52537;736
4121;165.0;52547;736
4122;-1;1266;736
4123;15.0;52544;736
4158;350.0;147;747
4159;55.0;52547;747
4160;45.0;1369;747
4161;20.0;52537;747
4162;150.0;52544;747
4163;5.0;4680;747
4164;-1;1266;747
4165;-1;6428;747
4166;-1;4894;747
