id;name;calories_number;glycemic_index;protein_number;fat_number;carbohydrate_number
5621;скумбрия в масле;278.0;52;13.1;25.1;0.0
5622;скумбрия консервированная;317.0;52;14.4;28.9;0.0
5623;скумбрия маринованная;142.0;52;12.8;8.3;3.7
5624;скумбрия отварная;211.0;52;19.6;14.7;0.0
5625;скумбрия соленая;194.0;52;18.0;13.1;0.0
5626;сом маринованный;116.0;52;11.4;7.4;0.2
5627;сом припущенный;121.0;52;18.2;5.4;0.0
5628;ставрида в масле;309.0;52;15.6;27.4;0.0
5629;ставрида жареная;190.0;52;20.3;10.5;3.7
5630;ставрида припущенная;122.0;52;19.6;4.8;0.0
5631;ротан;88.0;52;17.5;2.0;0.0
5632;рыба копченая;196.0;52;26.8;9.9;0.0
5633;рыба соленая;190.0;52;19.2;2.0;0.0
5634;рыба-попугай;270.0;52;18.7;24.0;0.0
5635;рыбец;88.0;52;17.5;2.0;0.0
5636;рыбное филе;91.0;52;15.2;3.5;0.0
5637;рыбные консервы;88.0;52;17.5;2.0;0.0
5638;рыбные полуфабрикаты;209.0;52;12.5;6.7;14.7
5639;рыбный рулет;139.0;52;11.8;7.5;9.7
5640;рыбный фарш;69.0;52;16.0;0.6;0.0
5641;сазан азовский;121.0;52;18.4;5.3;0.0
5642;сайда;92.0;52;19.4;0.9;0.0
5643;сайра консервированная;88.0;52;17.5;2.0;0.0
5644;сайра свежая;182.0;52;18.6;12.0;0.0
5645;сарган черноморский;100.0;52;16.5;5.3;0.0
5646;сардина атлантическая с добавлением масла;238.0;52;19.0;18.0;0.0
5647;сардина в томатном соусе;162.0;52;17.0;9.9;1.4
5648;сардина свежая;169.0;52;20.6;9.6;0.0
5649;севрюга свежая;160.0;52;17.0;11.8;0.0
5650;сельдь атлантическая балтийский берег по-царски с укропом в масле;500.0;52;9.0;52.0;0.0
5651;сельдь в растительном масле;301.0;52;16.4;26.5;0.0
5652;сельдь в томатном соусе;159.0;52;13.8;9.7;4.6
5653;сельдь консервированная;88.0;52;17.5;2.0;0.0
5654;сельдь свежая;161.0;52;16.3;10.7;0.0
5655;сёмга (брюшки);310.0;52;25.0;24.0;0.0
5656;сёмга копченая;202.0;52;22.5;12.5;0.0
5657;сёмга на гриле;230.0;52;21.8;14.1;0.0
5658;сёмга отварная;189.0;52;22.5;12.5;0.0
5659;сёмга свежая;140.0;52;21.6;6.0;0.0
5660;сиг;144.0;52;19.0;7.5;0.0
5661;скат (крылья);111.0;52;24.0;1.6;0.0
5662;скумбрия горячего копчения;317.0;52;22.1;23.8;4.1
5663;скумбрия копченая;221.0;52;20.7;15.5;0.0
5664;скумбрия на пару;191.0;52;18.0;13.2;0.0
5665;скумбрия свежая;191.0;52;18.0;13.2;0.0
5666;солнечник;95.0;52;18.9;2.2;0.0
5667;сом отварной;196.0;52;18.4;13.6;0.0
5668;сом свежий;143.0;52;16.8;8.5;0.0
5669;ставрида в томатном соусе;110.0;52;14.8;2.3;7.3
5670;ставрида отварная;133.0;52;20.6;5.6;0.0
5671;ставрида холодного копчения;94.0;52;17.1;2.8;0.0
5672;стерлядь свежая;122.0;52;17.0;6.1;0.0
5673;судак припущенный;89.0;52;19.6;1.2;0.0
5674;судак фаршированный;144.0;52;13.7;6.0;8.7
5675;таймень;88.0;52;17.5;2.0;0.0
5676;тарань;88.0;52;17.5;2.0;0.0
5677;терпуг зубатый;85.0;52;17.6;9.5;0.0
5678;тиляпия (филе);96.0;52;20.8;1.7;0.0
5679;толстолобик белый свежий;86.0;52;19.5;0.9;0.2
5680;трепанг;34.0;52;7.3;0.6;0.0
5681;трепанг жареный;41.0;52;9.0;0.7;0.0
5682;треска (печень натуральная беринг);400.0;52;9.0;43.0;1.0
5683;треска жареная;111.0;52;23.0;0.1;0.0
5684;треска консервированная;105.0;52;22.7;0.9;0.0
5685;треска меридиан филе-кусок отварная в желе;75.0;52;14.0;2.0;0.0
5686;треска с гриля;172.0;52;22.1;9.1;0.6
5687;треска соленая;98.0;52;23.1;0.6;0.0
5688;треска чёрная (угольная рыба);201.0;52;12.2;16.9;0.0
5689;трубач;24.0;52;17.1;0.4;2.8
5690;тунец 5 морей в собственном соку;88.0;52;20.2;0.4;0.0
5691;тунец в собственном соку;96.0;52;21.0;1.2;0.0
5692;тунец свежий;101.0;52;23.0;1.0;0.0
5693;тюлька;88.0;52;17.5;2.0;0.0
5694;тюрбо;85.0;52;18.2;1.3;0.0
5695;угорь морской свежий;93.0;52;19.1;1.9;0.0
5696;удильщик;68.0;52;14.8;1.0;0.0
5697;устрицы свежие;95.0;52;14.0;6.0;0.3
5698;форель в масле делси;223.0;52;22.0;15.0;0.0
5699;форель копчёная;132.0;52;26.0;3.1;0.5
5700;форель морская свежая;157.0;52;20.5;4.3;0.0
5701;форель радужная;119.0;52;20.5;3.5;0.0
5702;форель слабосолёная жирная;227.0;52;23.0;15.0;0.0
5703;фугу;108.0;52;16.4;1.6;0.0
5704;хамса слабосоленая балтийский берег европейский анчоус с томатами в масле;310.0;52;9.5;30.0;0.4
5705;хариус;88.0;52;17.5;2.0;0.0
5706;хек жареный;105.0;52;14.3;3.9;2.5
5707;хек свежий;86.0;52;16.6;2.2;0.0
5708;хоккигай;77.0;52;16.7;1.1;0.0
5709;чехонь;88.0;52;17.5;2.0;0.0
5710;чукучан;92.0;52;16.7;2.3;0.0
5711;ставрида свежая;119.0;52;19.0;5.0;0.0
5712;стерлядь копченая;88.0;52;17.5;2.0;0.0
5713;судак отварной;97.0;52;21.3;1.3;0.0
5714;судак свежий;84.0;52;19.2;0.7;0.0
5715;сурими;99.0;52;15.2;0.9;6.8
5716;талисман;90.0;52;15.7;3.0;0.0
5717;терпуг;102.0;52;17.8;3.4;0.0
5718;тиляпия;96.0;52;20.1;1.7;0.0
5719;тиляпия жареная;128.0;52;26.1;2.6;0.0
5720;толстолобик маринованный;146.0;52;9.9;10.3;3.3
5721;трепанг варёный;42.0;52;9.0;0.7;0.0
5722;треска (печень в масле);613.0;52;4.2;65.7;1.2
5723;треска горячего копчения;115.0;52;26.0;1.2;0.0
5724;треска запечённая;90.0;52;6.0;3.7;8.0
5725;треска копченая;94.0;52;22.1;0.5;0.0
5726;треска отварная;78.0;52;17.8;0.7;0.0
5727;треска свежая;78.0;52;17.7;0.7;0.0
5728;треска тушеная;101.0;52;9.7;5.1;3.9
5729;тридакна (морская цикада);104.0;52;16.7;3.6;0.0
5730;тунец (стружка);434.0;52;81.2;1.8;0.6
5731;тунец в растительном масле;190.0;52;27.1;9.0;0.0
5732;тунец копченый;139.0;52;24.4;4.6;0.0
5733;тунец соленый;139.0;52;24.5;4.5;0.0
5734;тюлька соленая;191.0;52;19.2;12.6;0.0
5735;угорь копчёный;326.0;52;17.9;28.6;0.0
5736;угорь свежий;332.0;52;14.5;30.5;0.0
5737;устрицы отварные;95.0;52;14.0;3.0;0.0
5738;форель;97.0;52;19.2;2.1;0.0
5739;форель консервированная;162.0;52;18.0;10.0;0.0
5740;форель меридиан слабосолёная филе-кусок;290.0;52;20.0;23.0;0.0
5741;форель отварная;89.0;52;15.5;3.0;0.0
5742;форель слабосолёная;186.0;52;20.6;10.1;0.0
5743;форшмак меридиан сельдь рубленая солёная;240.0;52;11.9;20.8;0.7
5744;хамса слабосоленая балтийский берег европейский анчоус оливковый в масле;340.0;52;9.5;34.0;0.0
5745;хамса соленая;166.0;52;21.2;9.0;0.0
5746;хек (филе);82.0;52;16.5;1.8;0.0
5747;хек отварной;95.0;52;18.5;2.3;0.0
5748;хоки;75.0;52;19.2;0.3;0.1
5749;чавыча;148.0;52;19.1;8.0;0.0
5750;чир (щокур);88.0;52;17.5;2.0;0.0
5751;шип;164.0;52;16.4;10.9;0.0
5752;шпроты;363.0;52;17.4;32.4;0.4
5753;щука маринованная;55.0;52;10.5;0.0;1.4
5754;щука припущенная;90.0;52;19.6;1.2;0.0
5755;щука фаршированная;141.0;52;13.3;6.0;8.4
5756;юкола;145.0;52;25.0;5.0;0.0
5757;язык морской;88.0;52;10.3;5.2;0.0
5758;язь свежий;81.0;52;18.2;1.0;0.0
5759;шемая;88.0;52;17.5;2.0;0.0
5760;шпротный паштет;195.0;52;12.0;14.0;5.3
5761;щука в томатном соусе;108.0;52;14.2;4.0;3.6
5762;щука отварная;98.0;52;21.3;1.3;0.0
5763;щука свежая;82.0;52;18.4;0.8;0.0
5764;щука ямалик северная обжаренная в масле;251.0;52;20.0;19.0;0.0
5765;ябби;77.0;52;16.0;0.9;0.0
5766;язык морской жареный;369.0;52;20.0;30.3;4.2
5767;баренцев кальмар кольца;242.0;52;53.0;2.0;3.0
5768;баренцев кальмар солёно-сушёный;286.0;52;62.0;2.0;5.0
5769;баренцев окинэль ломтики филе;280.0;52;50.7;8.6;0.0
5770;баренцев соломка рыбная оригинальная;231.0;52;46.0;3.0;5.0
5771;баренцев сомуль солёно-сушёный;274.0;52;65.8;1.2;0.0
5772;баренцев ставридка серебристая солёно-сушёная;264.0;52;48.0;8.0;0.0
5773;баренцев чиксы рыбка с перцем;280.0;52;50.7;8.6;0.0
5774;попкорн солёный;407.0;52;7.3;13.5;62.7
5775;сильвер анчоус солёно-сушеный;258.0;52;57.4;3.1;0.1
5776;сильвер жёлтый полосатик;262.0;52;52.4;5.8;3.3
5777;сильвер кальмар сушёный;263.0;52;58.0;1.0;3.0
5778;сильвер кольца кальмара;241.0;52;45.0;1.0;13.0
5779;сильвер креветка гриль;150.0;52;42.0;0.5;2.0
5780;сильвер осьминог сушёный;95.0;52;31.0;0.5;2.0
5781;сильвер тунец серебристый;200.0;52;46.3;8.8;0.0
5782;сильвер янтайная рыбка;336.0;52;40.0;16.9;1.0
5783;соломка картофельная бульба sticks кетчуп;510.0;52;5.8;30.0;52.0
5784;соломка рыбная;231.0;52;46.0;3.0;5.0
5785;соломка солёная;347.0;52;9.4;4.5;67.0
5786;сухарики хрусteam копчёная колбаска;423.0;52;9.1;14.4;64.0
5787;сухарики хрусteam салями;425.0;52;8.5;12.0;69.0
5788;сухарики хрусteam сыр;427.0;52;9.1;14.5;65.0
5789;сухарики хрусteam томат;426.0;52;9.0;14.3;65.0
5790;сырцееды сыр копчёный со вкусом томата;413.0;52;46.4;24.0;0.0
5791;чипсы don nachos кукурузные оригинальные;497.0;52;7.0;25.0;61.0
5792;чипсы estrella душистый укроп;517.0;52;5.2;31.2;53.7
5793;чипсы estrella сметана и нежный сыр;518.0;52;4.9;31.4;53.7
5794;чипсы lays max сметана и сыр;510.0;52;6.5;30.0;53.0
5795;чипсы lays белые грибы со сметаной;515.0;52;6.0;32.0;51.0
5796;чипсы lays краб;510.0;52;6.5;30.0;53.0
5797;чипсы lays малосольные огурчики с укропом;520.0;52;6.5;31.0;53.0
5798;чипсы lays сметана и зелень;510.0;52;6.0;30.0;53.0
5799;чипсы lays шашлык;515.0;52;6.0;32.0;51.0
5800;чипсы pringles копчёный бекон;551.0;52;5.1;34.0;49.0
5801;чипсы pringles паприка;529.0;52;3.2;34.0;49.0
5802;чипсы pringles сыр и лук;550.0;52;4.1;34.0;50.0
5803;чипсы rice up! цельнозерновые из бурого риса песто;459.0;52;7.3;16.0;70.0
5804;чипсы rice up! цельнозерновые из бурого риса сыр;451.0;52;7.6;14.0;72.0
5805;чипсы банановые;519.0;52;2.3;33.6;50.7
5806;чипсы кокосовые;566.0;52;5.9;35.5;55.8
5807;баренцев анчоус солёно-сушёный;259.0;52;49.0;7.0;0.0
5808;баренцев кальмар копчёный;242.0;52;53.0;2.0;3.0
5809;баренцев креветка со специями;192.0;52;36.0;4.0;3.0
5810;баренцев окинэль с перцем;280.0;52;50.7;8.6;0.0
5811;баренцев соломка рыбная подкопченная;231.0;52;46.0;3.0;5.0
5812;баренцев ставридка золотистая подкопченная;264.0;52;48.0;8.0;0.0
5813;баренцев тунец солёно-сушёный;234.0;52;57.8;0.3;0.0
5814;попкорн карамельный;401.0;52;5.3;8.7;76.1
5815;попкорн сырный;506.0;52;5.8;30.8;50.1
5816;сильвер жёлтая рыбка;336.0;52;40.0;16.9;1.0
5817;сильвер кальмар копчёный;263.0;52;58.0;1.0;3.0
5818;сильвер камбала;275.0;52;57.9;2.0;3.0
5819;сильвер кольца кальмара копчёные;241.0;52;45.0;1.0;13.0
5820;сильвер морской язык;336.0;52;40.0;16.9;3.0
5821;сильвер ставридка;262.0;52;52.4;5.8;3.3
5822;сильвер угорь;275.0;52;57.9;2.0;3.0
5823;снеки cheetos кукурузные хот дог;490.0;52;5.5;16.0;6.9
5824;соломка картофельная бульба sticks сметана и лук;510.0;52;6.3;30.0;51.0
5825;соломка сладкая;372.0;52;9.1;6.1;69.3
5826;сухарики хрусteam багет сырное ассорти;445.0;52;10.5;15.7;66.0
5827;сухарики хрусteam лесные грибы;428.0;52;9.0;14.3;66.0
5828;сухарики хрусteam сметана;426.0;52;9.5;15.0;63.0
5829;сухарики хрусteam телятина на гриле;420.0;52;8.8;14.0;65.0
5830;сырцееды сыр копчёный классический;413.0;52;46.4;24.0;0.0
5831;сырцееды сыр копчёный со вкусом чеснока и укропа;413.0;52;46.4;24.0;0.0
5832;чипсы estrella деревенская сметана и лук;514.0;52;5.2;30.9;53.9
5833;чипсы estrella нежный сыр;519.0;52;4.9;31.5;53.8
5834;чипсы lays max сметана и лук;510.0;52;6.0;30.0;53.0
5835;чипсы lays бекон;510.0;52;6.5;30.0;53.0
5836;чипсы lays зелёный лук;510.0;52;6.5;30.0;53.0
5837;чипсы lays красная икра;510.0;52;7.0;30.0;53.0
5838;чипсы lays с солью;520.0;52;6.0;31.0;52.0
5839;чипсы lays сыр;510.0;52;6.5;30.0;53.0
5840;чипсы pringles барбекю;550.0;52;4.9;35.0;48.0
5841;чипсы pringles оригинальные;540.0;52;4.1;36.0;49.0
5842;чипсы pringles сметана и лук;527.0;52;3.9;34.0;50.0
5843;чипсы pringles сырный сыр;534.0;52;5.0;35.0;48.0
5844;чипсы rice up! цельнозерновые из бурого риса сметана с луком;468.0;52;7.5;19.0;65.0
5845;чипсы rice up! цельнозерновые из бурого риса хамон иберико;444.0;52;7.2;13.0;73.0
5846;чипсы картофельные;520.0;52;5.5;30.0;53.0
5847;чипсы корнерсы цельнозерновые оливковое масло и розмарин;360.0;52;6.5;10.0;60.0
5848;чипсы нори;476.0;52;24.9;23.8;47.6
5849;чипсы фруктовые fitfruits личи;360.0;52;5.0;0.0;84.0
5850;чипсы яблочные;253.0;52;2.2;0.1;59.0
5851;штурвал жёлтый полосатик;228.0;52;46.0;4.0;2.0
5852;штурвал золотая рыбка солёная;191.0;52;37.9;3.0;3.0
5853;штурвал камчатский посол огненный;200.0;52;46.3;1.0;8.8
5854;штурвал кольца кальмара копчёные;197.0;52;45.0;0.5;3.2
5855;штурвал корюшка солёно-сушёная;145.0;52;28.0;3.0;1.5
5856;штурвал креветки очищенные;181.0;52;42.0;0.5;2.0
5857;штурвал окунёк солёно-сушёный;249.0;52;50.9;2.3;6.2
5858;штурвал солнечный окунь копчёный;180.0;52;37.9;1.2;3.0
5859;штурвал угорь солёно-сушёный;187.0;52;38.0;2.5;3.2
5860;штурвал янтарная рыбка;98.0;52;20.0;1.8;0.5
5861;чипсы корнерсы цельнозерновые нежный сыр;360.0;52;7.0;10.0;60.0
5862;чипсы корнерсы цельнозерновые томат и базилик;360.0;52;6.5;10.0;60.0
5863;чипсы фруктовые;350.0;52;3.2;0.0;78.1
5864;чипсы фруктовые fitfruits манго;345.0;52;2.0;0.0;85.0
5865;штурвал анчоус солёно-сушёный;147.0;52;22.0;2.7;3.1
5866;штурвал золотая рыбка по-шанхайски;191.0;52;36.0;2.5;6.2
5867;штурвал кальмар солёно-сушёный;177.0;52;40.0;0.5;3.0
5868;штурвал камчатский посол солёно-сушёный;200.0;52;46.3;1.0;8.8
5869;штурвал кольца кальмара солёные;197.0;52;45.0;0.5;3.2
5870;штурвал креветки огненные солёно-сушёные;181.0;52;42.0;0.5;2.0
5871;штурвал окунёк огненный;249.0;52;50.9;2.3;6.2
5872;штурвал осьминог солёно-сушёный;137.0;52;31.0;0.5;2.0
5873;штурвал ставридка серебристая;131.0;52;30.7;5.0;5.0
5874;штурвал шанхайский полосатик солёно-сушёный;261.0;52;54.2;5.5;3.0
5875;штурвал янтарная рыбка огненная;98.0;52;20.0;1.8;0.5
5876;торт ассорти;294.0;52;4.7;14.9;36.1
5877;торт вензель мастера;274.0;52;5.0;12.0;38.1
5878;торт вивальди;340.0;52;4.3;12.8;52.6
5879;торт домашний с абрикосом;351.0;52;4.5;15.0;49.5
5880;торт зигзаг;311.0;52;6.2;16.8;37.2
5881;торт золотой ключик;357.0;52;5.4;15.0;49.2
5882;торт искушение;442.0;52;7.6;21.4;59.9
5883;торт к торжеству;349.0;52;3.8;17.6;45.2
5884;торт кариока;401.0;52;6.7;20.5;47.4
5885;торт королевский орех;396.0;52;7.7;27.5;29.5
5886;торт крем-брюле;285.0;52;5.4;13.4;36.5
5887;торт крепвиль бель шерри;297.0;52;2.9;15.5;35.7
5888;торт крепвиль ля форте;296.0;52;2.9;15.5;35.3
5889;торт легенда осени;289.0;52;3.9;13.7;39.2
5890;торт лесной гость;377.0;52;4.1;21.7;43.0
5891;торт маковый;543.0;52;11.4;37.4;40.2
5892;торт малиновый рай;365.0;52;3.2;17.8;48.1
5893;торт медовая сказка;467.0;52;6.4;24.8;54.7
5894;торт медовая фантазия с грушей;392.0;52;3.1;18.2;54.1
5895;торт медовик;478.0;52;6.0;29.0;48.9
5896;торт миндальный замороженный вкусвилл;396.0;52;9.8;22.4;38.8
5897;торт на фруктозе с крыжовником;379.0;52;2.9;16.6;54.5
5898;торт наполеон от палыча;413.0;52;5.9;32.7;23.8
5899;торт натюрморт;341.0;52;4.2;14.7;48.4
5900;торт нюанс;413.0;52;11.7;23.8;34.3
5901;торт от всей души;324.0;52;3.5;13.6;48.3
5902;торт панчо;270.0;52;5.6;13.1;33.5
5903;торт пирамида;284.0;52;4.5;14.0;34.5
5904;торт полено;354.0;52;2.6;17.8;50.6
5905;торт постный апельсиновый;145.0;52;5.5;8.0;12.8
5906;торт постный с морковью и ананасами;145.0;52;5.5;8.0;12.8
5907;торт постный с орехами;159.0;52;6.2;9.1;13.0
5908;торт постный ягодный;145.0;52;5.5;8.0;12.8
5909;торт прага черёмушки;411.0;52;7.2;24.3;42.0
5910;торт птичка;412.0;52;3.0;17.8;62.6
5911;торт птичка от палыча классическая;383.0;52;3.2;16.9;54.4
5912;торт птичка от палыча с халвой и мармеладом;479.0;52;5.5;24.5;59.2
5913;торт радость;344.0;52;3.7;16.1;48.5
5914;торт роза;404.0;52;4.0;18.1;59.7
5915;торт рыжик;436.0;52;5.4;26.2;46.1
5916;десерт итальянский флоренция карамельный;376.0;52;3.6;17.2;53.0
5917;торт банкетный;367.0;52;3.9;19.5;45.3
5918;торт верона;350.0;52;5.0;19.8;39.3
5919;торт вишнёвый сад;298.0;52;3.0;15.6;36.2
5920;торт ёжик;445.0;52;4.1;25.0;50.9
5921;торт зимняя вишня;282.0;52;3.1;6.1;55.5
5922;торт изабелла;291.0;52;4.6;18.6;26.5
5923;торт йогуртовый с клюквой;240.0;52;2.5;10.1;35.4
5924;торт карамелия;471.0;52;4.9;26.8;53.1
5925;торт карусель;416.0;52;12.9;24.9;35.2
5926;торт космический;462.0;52;6.6;27.6;58.6
5927;торт крем-брюле mirel;285.0;52;3.7;12.4;39.7
5928;торт крепвиль ле нуар;322.0;52;3.4;17.9;36.1
5929;торт крепвиль шаттери;310.0;52;2.9;16.5;36.4
5930;торт ленинградский;454.0;52;4.3;23.6;57.9
5931;торт лилия;328.0;52;3.8;14.0;47.9
5932;торт малиновый;411.0;52;6.1;24.2;37.8
5933;торт маска;357.0;52;4.7;16.3;49.7
5934;торт медовая фантазия с грецким орехом;460.0;52;3.3;23.8;58.3
5935;торт медовая фантазия с черносливом;441.0;52;3.1;22.2;57.6
5936;торт медовый от палыча;428.0;52;5.4;26.3;42.4
5937;торт на фруктозе вишневый;377.0;52;2.9;16.7;53.8
5938;торт на фруктозе с курагой;384.0;52;3.1;16.7;55.2
5939;торт наполеон черёмушки;558.0;52;6.4;42.2;38.7
5940;торт нежный от палыча;486.0;52;7.7;28.5;49.7
5941;торт ореховый от палыча;496.0;52;8.5;32.4;42.7
5942;торт отелло;379.0;52;5.9;15.4;55.9
5943;торт персидская ночь;478.0;52;6.4;27.3;53.4
5944;торт подарочный;388.0;52;6.6;21.5;43.6
5945;торт полёт;456.0;52;5.7;24.8;55.4
5946;торт постный с лимоном и малиной;145.0;52;5.5;8.0;12.8
5947;торт постный с морковью и мандаринами;145.0;52;5.5;8.0;12.8
5948;торт постный свекольный;145.0;52;5.5;8.0;12.8
5949;торт прага от палыча;517.0;52;4.6;26.5;65.1
5950;торт прелесть черемушки;417.0;52;3.9;20.0;48.3
5951;торт птичка от палыча ассорти;416.0;52;4.3;20.3;53.9
5952;торт птичка от палыча крем-брюле;400.0;52;4.1;21.1;48.4
5953;торт птичьи голоса;435.0;52;3.6;23.8;55.5
5954;торт райский сад;264.0;52;3.3;8.7;43.4
5955;торт ром и шоколад;436.0;52;6.8;23.3;49.7
5956;арракача;60.0;52;0.9;0.1;17.1
5957;ассорти бондюэль из сладкого перца;25.0;52;1.1;0.2;4.8
5958;ассорти бондюэль из цветной капусты, романеско и брокколи;66.0;52;1.8;2.7;8.6
5959;ассорти меленъ патиссоны черри огурцы маринованные;15.0;52;0.0;0.0;4.0
5960;баклажан белый;24.0;52;1.2;0.1;4.6
5961;баклажан консервированный;49.0;52;0.9;0.7;7.3
5962;баклажанная икра свежая;90.0;52;0.6;7.0;6.0
5963;баклажаны 4 сезона нарезанные;27.0;52;1.3;0.1;5.2
5964;бамбук побеги вареные;12.0;52;1.5;0.2;0.9
5965;бамбук побеги сырые;27.0;52;2.6;0.3;3.0
5966;бамия 4 сезона;23.0;52;0.2;0.1;8.0
5967;бессмертник;27.0;52;0.2;0.0;5.0
5968;бобы зелёные;60.0;52;6.0;0.1;10.5
5969;брюква запечённая;51.0;52;2.1;1.6;7.5
5970;вигна;90.0;52;3.0;0.4;18.8
5971;горох лущеный;323.0;52;23.0;1.6;57.7
5972;горох маш (ростки);30.0;52;3.1;0.2;6.0
5973;горошек зелёный;73.0;52;5.0;0.2;13.8
5974;горошек зелёный 6 соток;38.0;52;3.1;0.0;6.5
5975;горошек зелёный hortex;83.0;52;6.4;0.4;10.5
5976;горошек зелёный бондюэль нежный;52.0;52;4.8;0.2;7.5
5977;горошек зелёный бондюэль с морковью в кубиках;53.0;52;3.0;0.2;10.0
5978;горошек зелёный каждый день замороженный;55.0;52;5.0;0.2;8.5
5979;горошек зелёный стручковый;55.0;52;5.0;0.2;8.3
5980;дайкон;21.0;52;1.2;0.0;4.1
5981;драники картофельные зимняя радуга белорусские замороженные;79.0;52;1.9;0.4;16.9
5982;зелень;36.0;52;2.6;0.4;5.2
5983;зразы картофельные от ильиной с капустой;108.0;52;3.3;3.9;15.0
5984;кабачковая икра;97.0;52;1.2;7.0;7.4
5985;кабачок жареный;88.0;52;1.1;6.0;6.7
5986;кабачок консервированный;22.0;52;0.4;0.1;4.9
5987;каперсы;14.0;52;0.8;0.1;2.6
5988;каперсы маринованные;24.0;52;2.4;0.9;1.7
5989;капуста белокочанная жареная;49.0;52;1.8;2.8;4.2
5990;капуста брокколи;28.0;52;3.0;0.4;5.2
5991;капуста брокколи hortex;29.0;52;2.7;0.4;2.4
5992;капуста брокколи варёная;27.0;52;3.0;0.4;4.0
5993;капуста брюссельская;43.0;52;4.8;0.0;8.0
5994;капуста брюссельская hortex;46.0;52;4.5;0.5;3.2
5995;капуста брюссельская замороженная;36.0;52;4.5;0.5;8.4
5996;ангурия (антильский огурец);44.0;52;1.8;1.3;7.6
5997;артишок;28.0;52;1.2;0.1;6.0
5998;ассорти бондюэль из фасоли с ананасами в соусе карри;62.0;52;3.8;1.1;9.3
5999;ассорти меленъ кабачки черри огурцы маринованные;15.0;52;0.0;0.0;4.0
6000;баклажан;24.0;52;1.2;0.1;4.5
6001;баклажан замороженный;27.0;52;1.3;0.1;5.2
6002;баклажанная икра консервированная;148.0;52;1.7;13.3;5.1
6003;баклажаны 4 сезона запечённые порционные;48.0;52;2.1;0.2;8.9
6004;бамбук листья;32.0;52;2.0;0.0;4.0
6005;бамбук побеги консервированные;19.0;52;1.7;0.4;1.8
6006;бамия;25.0;52;2.0;0.1;3.8
6007;бедренец камнеломка;0.0;52;0.0;0.0;0.0
6008;бобы;57.0;52;6.0;0.1;8.5
6009;брюква;37.0;52;1.2;0.1;7.7
6010;брюква тушеная;114.0;52;1.2;8.5;8.6
6011;горох варёный;60.0;52;6.0;0.0;9.0
6012;горох маш;300.0;52;23.5;2.0;46.0
6013;горох сушёный;298.0;52;20.5;2.0;53.3
6014;горошек зелёный 4 сезона;75.0;52;5.1;0.2;13.1
6015;горошек зелёный globus;74.0;52;5.5;0.7;7.4
6016;горошек зелёный бондюэль замороженный;85.0;52;6.9;0.4;19.4
6017;горошек зелёный бондюэль с молодой морковью;54.0;52;3.3;0.5;9.3
6018;горошек зелёный замороженный;72.0;52;6.4;0.4;16.3
6019;горошек зелёный консервированный;55.0;52;3.6;0.1;9.8
6020;гулявник лекарственный;21.0;52;0.3;0.0;5.0
6021;девясил;15.0;52;2.9;0.0;0.2
6022;закусочка дядя ваня венгерская;82.0;52;5.0;5.5;3.0
6023;зразы картофельные от ильиной с грибами;70.0;52;2.0;1.0;13.0
6024;кабачки 4 сезона нарезанные;26.0;52;0.6;0.3;5.3
6025;кабачок;24.0;52;0.6;0.3;4.6
6026;кабачок замороженный;21.0;52;0.6;0.3;4.7
6027;кабачок сушеный;340.0;52;8.5;4.3;65.2
6028;каперсы консервированные;24.0;52;2.4;0.9;1.7
6029;капуста белокочанная;27.0;52;1.8;0.1;4.7
6030;капуста белокочанная сушеная;278.0;52;15.0;1.4;48.0
6031;капуста брокколи 4 сезона;31.0;52;2.5;0.3;4.6
6032;капуста брокколи бондюэль замороженная;23.0;52;2.7;0.1;4.9
6033;капуста брокколи замороженная;24.0;52;2.7;0.4;4.7
6034;капуста брюссельская 4 сезона;36.0;52;4.8;0.3;3.1
6035;капуста брюссельская бондюэль замороженная;31.0;52;4.0;0.5;8.0
6036;капуста квашеная;19.0;52;1.8;0.1;4.4
6037;капуста консервированная;23.0;52;1.3;0.1;3.6
6038;капуста пак-чой;13.0;52;1.5;0.2;2.2
6039;капуста романеско;30.0;52;2.5;0.3;4.2
6040;капуста савойская;28.0;52;1.2;0.1;6.0
6041;капуста цветная 4 сезона;31.0;52;2.5;0.3;4.6
6042;капуста цветная бондюэль замороженная;14.0;52;1.6;0.2;3.9
6043;капуста цветная жареная;120.0;52;3.0;10.0;5.7
6044;картофель;76.0;52;2.0;0.4;16.1
6045;картофель 4 сезона фри;105.0;52;2.1;3.3;11.0
6046;картофель жареный;192.0;52;2.8;9.5;23.4
6047;картофель сладкий (батат);61.0;52;2.0;0.0;14.6
6048;картофель фиолетовый;72.0;52;2.0;0.4;16.0
6049;картофельное пюре быстрого приготовления сухое;337.0;52;10.5;3.8;75.3
6050;картофельное пюре доширак со вкусом сыра;350.0;52;7.5;2.3;74.8
6051;картофельное пюре роллтон с сухариками;377.0;52;10.5;3.8;75.3
6052;кинза;23.0;52;2.1;0.5;1.9
6053;клекачка колхидская (джонджоли);23.0;52;2.4;0.9;1.7
6054;колоказия съедобная;112.0;52;1.5;0.2;26.5
6055;крем-паштет дымов вегетарианский с грибами;247.0;52;7.0;23.0;3.0
6056;кресс-салат;11.0;52;2.3;0.1;1.3
6057;кукуруза 6 соток сладкая;58.0;52;2.2;0.0;11.2
6058;кукуруза green ray деликатесная сладкая;58.0;52;2.2;0.0;11.2
