id;name;calories_number;glycemic_index;protein_number;fat_number;carbohydrate_number
457;Легкие ;92;0;16.2;2.5;0
536;Икра горбуши зернистая;230;0;31.2;11.7;0
539;Икра лососевая зернистая;245;0;32;15;0
541;Икра осетровая зернистая;203;0;28;9.7;0
542;Икра осетровая паюсная;236;0;36;10.2;0
543;Икра осетровая пробойная;235;0;36;10.2;0
549;Кальмары отварные;110;0;18;4.2;0
550;Кальмары свежие;74;0;18;0.3;0
551;Камбала горячего копчения;192;0;22;11.6;0
552;Камбала отварная;103;0;18.3;3.3;0
553;Камбала свежая;83;0;16.5;1.8;0
554;Карась отварной;102;0;20.7;2.1;0
555;Карась свежий;87;0;17.7;1.8;0
558;Карп свежий;112;0;16;5.3;0
559;Кета свежая;138;0;22;5.6;0
560;Кета соленая;184;0;24.3;9.6;0
561;Кефаль отварная;115;0;19;4.3;0
562;Кефаль свежая;124;0;21;0.4;0
563;Килька балтийская;137;0;14.1;9;0
564;Килька горячего копчения;162;0;21.3;8.5;0
565;Килька каспийская;191;0;18.5;13.1;0
566;Килька пряного посола;154;0;14.8;10.5;0
567;Килька соленая;137;0;17.1;7.6;0
576;Крабы консервированные;85;0;18.7;1.1;0.1
577;Крабы отварные;96;0;16;3.6;0
578;Креветки консервированные;81;0;17.8;1.1;0
579;Креветки отварные;95;0;18.9;2.2;0
580;Креветки очищенные замороженные;60;0;14;1;0
581;Креветки свежие;97;0;22;1;0
582;Лангуст (мясо шеек);88;0;17.5;2;0
583;Лещ вяленый;221;0;42;5.9;0
584;Лещ горячего копчения;172;0;32.8;4.5;0
585;Лещ отварной;126;0;20.9;4.7;0
586;Лещ свежий;105;0;17.1;4.1;0
587;Лещ холодного копчения;160;0;29.7;4.6;0
588;Лососевый фарш;130;0;19;6;0
589;Лосось копчёный;162;0;21.5;8.4;0
590;Лосось с гриля;283;0;20.7;22.3;0.6
591;Лосось свежий;201;0;19.8;6.3;0
592;Лосось солёный;269;0;21;20.5;0
594;Макрель;113;0;20.7;3.4;0
595;Мидии жареные;59;0;11.2;1.6;0
596;Мидии отварные;50;0;9.1;1.5;0
597;Минтай отварной;79;0;17.6;1;0
598;Минтай свежий;72;0;15.9;0.9;0
599;Морская капуста;5;0;0.9;0.2;0
600;Налим отварной;92;0;21.4;0.7;0
601;Налим свежий;80;0;18.8;0.6;0
602;Окунь морской горячего копчения;175;0;23.5;9;0
603;Окунь морской отварной;112;0;19.9;3.6;0
604;Окунь морской свежий;117;0;17.6;5.2;0
605;Окунь морской тушеный;120;0;10.9;6.6;4.2
606;Окунь речной жареный;180;0;20.6;9.1;4
608;Окунь речной припущенный;109;0;19.5;3.5;0
609;Окунь речной свежий;82;0;18.5;0.9;0
612;Осётр отварной;179;0;17.7;12;0
613;Осётр припущенный;179;0;17.8;11.9;0
614;Осётр свежий;163;0;16.4;10.9;0
615;Палтус отварной;216;0;14;17.8;0
616;Палтус свежий;102;0;18.9;3;0
617;Сазан азовский;121;0;18.4;5.3;0
618;Сазан каспийский;97;0;18.2;2.7;0
619;Сайра бланшированная в масле;283;0;18.3;23.3;0
620;Сайра свежая;182;0;18.6;12;0
621;Сардина атлантическая с добавлением масла;238;0;19;18;0
622;Сардина в масле;221;0;24.1;13.9;0
624;Сардина отварная;178;0;20.1;10.8;0
625;Сардина свежая;169;0;20.6;9.6;0
626;Сельдь в растительном масле;301;0;16.4;26.5;0
629;Сельдь горячего копчения;215;0;21.8;14.3;0
631;Сельдь свежая;161;0;16.3;10.7;0
632;Сельдь соленая;217;0;19.8;15.4;0
633;Сёмга на пару;197;0;19.3;14;0
634;Сёмга отварная;189;0;22.5;12.5;0
635;Сёмга свежая;140;0;21.6;6;0
636;Скумбрия в масле;278;0;13.1;25.1;0
637;Скумбрия копченая;221;0;20.7;15.5;0
638;Скумбрия отварная;211;0;19.6;14.7;0
639;Скумбрия свежая;181;0;18.7;11.9;0
640;Сом отварной;196;0;18.4;13.6;0
641;Сом припущенный;121;0;18.2;5.4;0
642;Сом свежий;143;0;16.8;8.5;0
643;Стерлядь свежая;122;0;17;6.1;0
644;Судак отварной;97;0;21.3;1.3;0
645;Судак припущенный;89;0;19.6;1.2;0
646;Судак свежий;84;0;19.2;0.7;0
649;Треска горячего копчения;115;0;26;1.2;0
650;Треска жареная;111;0;23;0.1;0
652;Треска копченая;94;0;22.1;0.5;0
653;Треска отварная;78;0;17.8;0.7;0
654;Треска с гриля;172;0;22.1;9.1;0.6
655;Треска свежая;78;0;17.7;0.7;0
656;Треска соленая;98;0;23.1;0.6;0
658;Тунец в растительном масле;190;0;27.1;9;0
659;Тунец в собственном соке;96;0;21;1.2;0
660;Тунец свежий;101;0;23;1;0
661;Угорь копчёный;326;0;17.9;28.6;0
662;Угорь морской свежий;93;0;19.1;1.9;0
663;Угорь свежий;332;0;14.5;30.5;0
664;Устрицы отварные;95;0;14;3;0
666;Форель;97;0;19.2;2.1;0
668;Форель отварная;89;0;15.5;3;0
669;Форель слабосолёная;186;0;18.4;19;0
671;Хек отварной;95;0;18.5;2.3;0
672;Хек свежий;86;0;16.6;2.2;0
675;Щука отварная;98;0;21.3;1.3;0
676;Щука припущенная;90;0;19.6;1.2;0
677;Щука свежая;82;0;18.4;0.8;0
679;Морской язык;88;0;10.3;5.2;0
681;Яичный белок;45;0;11;0;0
686;Гусь i категории;238;0;29;13;0
687;Гусь ii категории;317;0;68;249.3;0
688;Индейка тушка без кожи;161;0;20;8;0.5
689;Индейка ii категории;194;0;86.4;108;0
690;Куриная грудка (филе);113;0;23.6;1.9;0.4
692;Курица i категории;238;0;18.2;18.4;0
693;Курица ii категории;159;0;21.2;8.2;0
695;Куропатка;254;0;29;8;0
696;Перепелка;239;0;18;18.6;0
698;Печень гусиная;412;0;15.2;39;0
699;Печень индейки;276;0;19.5;22;0
701;Печень утиная;405;0;16;38;0
705;Утка ii категории;287;0;17.2;24.2;0
707;Цыплята;140;0;18.7;7;0
734;Вина сухие;64;0;0;0;0
735;Водка;235;0;0;0;0.1
736;Коньяк ординарный «три звездочки»;239;0;0;0;0
741;Виски;220;0;0;0;0
745;Джин;130;0;0;0;0
746;Ром;75;0;0;0;0
798;Кофе растворимый;94;0;15;3.5;0
800;Желатин;355;0;87.2;0.4;0.7
801;Желе;80;0;7.3;7.8;0
841;Бренди;225;0;0;0;0
842;Текила;75;0;0;0;0
858;Шиитаке сушеные;331;0;0;0;0
898;Печень кролика;120;0;14.3;7.2;0
1064;Кора дуба;0;0;0;0;0
1195;Винный камень;0;0;0;0;0
1196;Винная кислота;21;0;0;0;0
1201;Коньяк;239;0;0;0;0
1207;Апельсиновый ликер;213;0;0;0;0
1212;Спирт;221;0;0;0;0
1224;Бульонный кубик;40;0;2;2;4
1232;Иссоп;21;0;3.9;0.6;0.2
1234;Каперсы;23;0;2;0;1
1237;Молотый кориандр;25;0;1.5;5;0
1240;Конопляное зерно;373;0;20;32.5;0
1245;Мелисса;0;0;0;0;0
1256;Белый перец;0;0;0;0;0
1266;Соль;0;0;0;0;0
1267;Йодированная соль;0;0;0;0;0
1268;Поваренная соль;0;0;0;0;0
1289;Маргарин;720;0;0.3;82;1
1290;Масло кукурузное;899;0;0;99.9;0
1292;Елей;890;0;0;96.8;0
1293;Кунжутное масло;899;0;0;99.9;0
1294;Соевое масло;899;0;0;99.9;0
1296;Свиной жир;896;0;0;99.9;0
1298;Топленое масло;892;0;0.2;99;0
1302;Аспирин;0;0;0;0;0
1303;Бульон;15;0;2;0.5;0.3
1304;Вода;0;0;0;0;0
1306;Лед;0;0;0;0;0
1307;Минеральная вода;0;0;0;0;0
1308;Селитра;0;0;0;0;0
1313;Содовая;0;0;0;0;0
1318;Жидкий дым;0;0;0.1;0.1;0.1
1319;Загуститель;0;0;0;0;0
1321;Кофе;94;0;15;3.5;0
1326;Пищевой краситель;0;0;0;0;0
1328;Сода пищевая;0;0;0;0;0
1340;Чай;0;0;0;0;0
1342;Черный чай;0;0;0;0;0
1343;Зеленый чай;0;0;0;0;0
1346;Цветки липы;0;0;0;0;0
1347;Хмель;0;0;0;0;0
1354;Луковая шелуха;0;0;0;0;0
1356;Листья ежевики;0;0;0;0;0
1357;Листья дуба;0;0;0;0;0
1358;Листья вишни;0;0;0;0;0
1359;Листья виноградные;0;0;0;0;0
1361;Лепестки роз;0;0;0;0;0
1375;Стевия;18;0;0;0;0.1
1376;Стевия сухая в листьях;0;0;0;0;0
1377;Стевия в пакетиках;0;0;0;0;0
1379;Экстракт стевии в таблетках;0;0;0;0;0
1381;Солонина;251;0;18;19;0.5
1382;Рубец;97;0;14.8;4.2;0
1383;Пангасиус;89;0;15;3;0
1384;Лакедра Желтохвост;146;0;23;5.2;0
1386;Мясо страуса;159;0;28.81;3.97;0
1440;Тыквеное масло;896;0;0;99.5;0
1441;Мясной бульон;34;0;3.8;1.72;0.44
1442;Куриный бульон;19;0;4.3;0.26;0.3
1443;Рыбный бульон;49;0;9.7;1.1;0.2
1445;Грибной бульон;3;0;0.5;0.1;0
1457;Козий сыр;290;0;21.3;21.7;0.7
1459;Рассольный сыр;355;0;26;26.5;3.5
1460;Алтайский сыр;355;0;26;26.5;3.5
1462;Каунасский сыр;355;0;26;26.5;3.5
1463;Латвийский сыр;316;0;23.3;24.1;0
1464;Сыр лимбургер;327;0;27.2;17;0.5
1465;Литовский сыр;250;0;27.9;14.7;0
1467;Озерный сыр;350;0;26;26;0
1472;Гермелин;303;0;20;25;1
1473;Горгонзола;330;0;19;26;0
1474;Чечил;313;0;19.5;22.8;1.9
1475;Масляная рыба;112;0;18.8;4.2;0
1477;Терпуг;102;0;17.8;3.4;0
1478;Свиная шейка;343;0;13.6;31.9;0
1480;Рапаны;77;0;16.7;1.1;0
1481;Мясо нутрии;190;0;20;4;0
1483;Белоция;103;0;16.9;3.8;0
1484;Берикс;88;0;20.3;0.8;0
1485;Берш;83;0;19;0.7;0
1486;Бокс;70;0;16;5;0
1489;Вомер копченый;102;0;23.4;3.5;0
1491;Глось;83;0;16.5;1.8;0
1492;Грюйер сыр;396;0;27;31;0
1493;Дорады;112;0;16;5.3;0
1494;Елец;110;0;15;5;0
1495;Жай (конина);80;0;21;10;0
1496;Заурея;165;0;16;10.9;0
1498;Зубан;131;0;18.8;6.3;0
1499;Казарятина;200;0;27;10;0
1500;Камамбер;299;0;20;24;0.5
1501;Маасдам 45%;350;0;23.5;26;0
1502;Макрyрyс;60;0;13.2;0.8;0
1503;Мерланг;88;0;17.5;2;0
1505;Муксун;88;0;17;2;0
1509;Эдам сыр;357;0;25;28;1.4
1510;Красная рыба;191;0;17.96;10.4;6.66
1514;Минога;166;0;14;11;0
1515;Сахарозаменитель;20;0;0;0;0
1518;Мясо барсука;240;0;15;15;0
1519;Мясо кабана;122;0;21.5;3.3;0
1520;Мясо бобра;146;0;21.2;0.78;0
1521;Медвежатина;130;0;26;3;0
1523;Молоки рыб;100;0;16;2.9;0
1529;Свинина - рулька;294;0;18.6;24.7;0
1530;Цыплята корнишоны;173;0;21;9.7;0
1531;Ставрида;114;0;18.5;4.5;0
1532;Козлятина;216;0;18;16;0
1533;Печень щуки;131;0;28.4;1.9;0
1536;Копченая курица;117;0;18;5;0
1543;Мозги говяжьи;124;0;11.7;8.6;0
1544;Мясо криля;97;0;17.5;1.8;2.8
1545;Куропатки;254;0;18;20;0.5
1546;Листья смородины;0;0;0;0;0
1547;Утка i категории;405;0;16;38;0
1557;Сыр фетакса;261;0;8;25;1
1558;Свиная голова;216;0;18;16;0
1560;Утиные окорочка;405;0;16;38;0
1561;Свиные желудки;159;0;16.85;10.14;0
1562;Грудинка свиная;155;0;21;7;0
1563;Курдючный жир;897;0;0;99.7;0
1569;Салака;125;0;17;6.3;0
1572;Бараньи яйца;230;0;13;19;0.1
1573;Лимонелла;79;0;17.6;1;0
1577;Навага;73;0;16.1;1;0
1582;Барабулька;117;0;19.4;3.8;0
1604;Свиной язык;165;0;16.5;11.1;0
1606;Какао масло;884;0;0;60;0
1610;Утиные окорочка жареные;266;0;22.6;19.5;0
1614;Адыгейский сыр;240;0;18.5;14;0
1615;Баранья нога;318;0;13.96;29.76;0.4
1616;Бычьи яйца;230;0;13;20;0.1
1619;Свиная вырезка;142;0;19.4;7.1;0
1620;Говяжьи ребрышки;233;0;16.3;18.7;0
1621;Икра мойвы;365;0;8.1;38.6;0
1624;Копченые ребрышки свиные;514;0;10;52.7;0
1635;Сибас;99;0;18;3;0
1636;Подчеревок свиной;630;0;7.4;67.8;0
1640;Крыло индейки;168;0;16.5;11.4;0
1641;Лангустин;112;0;20.6;1.5;0
1642;Нерка;169;0;25;7;0
1643;Говяжья вырезка;324;0;24;25;0
1646;Хариус;88;0;17.5;2;0
1647;Бедро индейки;144;0;19.54;6.72;0
1648;Кальмар тушка;96;0;17.71;2;1
1649;Щупальца кальмара;100;0;18;2.13;2
1651;Свиная щековина;494;0;6.4;69.6;0
1652;Брюшки семги;310;0;25;24;0
1657;Утиная печень;405;0;15.8;38;0
1658;Псиллиум;42;0;2.9;0.1;7.3
1659;Гусиная печень;412;0;15.2;39;0
1660;Красноглазка;125;0;21.9;4.2;0
1665;Куриные шеи;297;0;14.07;26.24;0
1670;Индоутка;271;0;25;23;0.2
1673;Тунец консервированный в собственном соку;96;0;21;1.2;0
1674;Куриные бедрышки;185;0;21.3;11;0
1675;Скумбрия консервированная;317;0;14.4;28.9;0
1676;Горбуша консервированная;136;0;20.9;5.8;0
1677;Сардины консервированные;221;0;24.1;13.9;0
1678;Кальмары консервированные;105;0;20;2;0
1679;Сайра консервированная;88;0;17.5;2;0
1680;Минтай консервированный;96;0;15.6;2;0
1681;Щучья икра;87;0;17.3;2;0
1683;Морской коктейль;95;0;14.89;2.98;1.21
1688;Говяжья печень;130;0;17.9;3.7;5.3
1690;Корейка свиная;242;0;27;14;0
1697;Аспартам;400;0;0;0;0
1698;Сахарин;360;0;0;0;100
1699;Филе трески;80;0;16.61;1.09;0.42
1701;Свинушки;73;0;3.7;1.7;1.1
1708;Сукралоза;268;0;0;0;98
1711;Стевиозид;0;0;0;0;0
1713;Цикламат;0;0;0;0;0
1715;Ацесульфам;400;0;0;0;0
1719;Неотам;0;0;0;0;0
1721;Филе утки;264;0;20.05;19.25;1.75
1722;Икра трески;115;0;24;0.2;0
1723;Куриные лапки;215;0;19.4;14.6;0.2
1726;Охотничьи колбаски;326;0;27.4;24.3;0
1729;Белый амур;134;0;18.6;5.3;0
1731;Фарш индейки;161;0;20;8;0.5
1738;Льняное масло;898;0;0;99.8;0
1741;Бараньи ребрышки;203;0;17;15;0
1744;Филе горбуши;133;0;19.47;6.06;0.13
1745;Икра сазана;179;0;18.5;12.5;1
1746;Печень минтая;474;0;6;50;0
1748;Дор блю;354;0;21;30;0
1750;Сердце индейки;128;0;16;5.1;0.4
1751;Говяжий хвост;137;0;19.7;6.5;0
1759;Плотва;88;0;17.5;2;0
1760;Ёрш;88;0;17.5;2;0
1761;Густера;97;0;15.1;2.4;0
1762;Линь;40;0;7;1.8;0
1763;Голавль;127;0;17.8;5.6;0
1764;Язь;81;0;18.2;1;0
1765;Жерех;98;0;18.8;2.6;0
1766;Чехонь;88;0;17.5;2;0
1767;Краснопёрка;100;0;18.3;3;0
1768;Голец;135;0;22.4;5.7;0
1771;Копченые окорочка;220;0;10;20;0
1773;Свиные щечки;540;0;8;56;0
1774;Говяжьи щечки;200;0;13;16;0
1779;Икра минтая пробойная;131;0;28.4;1.9;0
1785;Свиной фарш;263;0;17;21;0
1787;Смешанный мясной фарш;351;0;12.3;32.4;0
1791;Филе минтая;72;0;16;1;0
1795;Мраморная говядина;170;0;18;10;0
1797;Черные грузди;9;0;1.5;0.3;0.1
1798;Грудка индейки;84;0;19.2;0.7;0
1799;Рыбный фарш;69;0;16;0.6;0
1800;Морской окунь;79;0;15.3;15;0
1801;Голень индейки;142;0;15.7;8.9;0
1802;Фарш свинина говядина;236;0;15.3;18.9;1.4
1803;Замороженные мидии;82;0;12.26;2.2;3.32
1806;Стейк лосося;142;0;19.8;6.3;0
1808;Стейк семги;142;0;19.8;6.3;0
1811;Стейк форели;166;0;19;10;0
1813;Стейк зубатки;98;0;11;6;0
1814;Стейк кеты;127;0;19;5.7;0
1815;Стейк горбуши;116;0;20;4;0
1817;Стейк трески;204;0;17.5;5;0
1818;Стейк тунца;136;0;15.4;3.6;0
1821;Стейк акулы;137;0;20.38;4.72;0
1824;Лопатка свиная;257;0;16;21.7;0
1827;Ледяная рыба;90;0;17.7;2.2;0
1830;Свиное легкое;85;0;14.1;2.7;0
1831;Говяжье легкое;92;0;16.2;2.5;0
1832;Телячье легкое;90;0;16.3;2.3;0
1839;Говяжья грудинка;217;0;19.3;15.7;0
1844;Королевские креветки;87;0;18.3;1.2;0.8
91;Бобы сушеные белые вареные ;118;0;5;0.1;8.5
93;Бобы сушеные красные вареные ;118;0;5;0.1;8.5
109;Бобы мунг проращенные сырые ;350;0;6;0.1;8.5
293;Сметана 30 % - ной жирности ;340;0;2.4;30;3.1
294;Сметана 25 % - ной жирности ;284;0;2.6;25;2.7
295;Сметана 20 % - ной жирности ;210;0;2.8;20;3.2
296;Сметана 10 % - ной жирности ;115;0;3;10;2.9
331;Сыр «Алтайский» 50% жирности ;356;0;26;50;3.5
333;Сыр «степной» ;362;0;24;26.3;1.7
339;Сыр «аппнцеллер» 50 % - ной жирности ;400;0;24.7;50;2
343;Плавленый сыр 60 % - ной жирности ;354;0;18;60;2
346;Сыр с грибами 50 % - ной жирности ;395;0;19.1;50;3.89
347;Сыр «эмменталь» 45 % - ной жирности ;420;0;28.8;45;0.1
350;Сыр «аиадеус» ;364;0;21;26;2.5
351;Сыр «дом блан» (полутвердый) ;360;0;18;25.4;1.3
352;Сыр «ло спальмино» ;61;0;3.8;5;0.1
359;Сыр «сыр «шавру» (козий) ;173;0;8.7;14;4
361;Сыр овечий сыр 50 % - ной жирности ;370;0;18.7;50;3.5
362;Сыр «виола» ;307;0;11;28;2
375;Маргарин столовый ;720;0;0.3;82;1
376;Маргарин сливочный ;720;0;0.3;82;1
377;Маргарин молочный ;743;0;0.3;82;1
379;Маргарин нежирный ;384;0;0.5;60;0.7
380;Маргарин бутербродный ;688;0;0.5;82;1.2
381;Маргарин для выпечки ;675;0;0.18;80;0.71
383;Масло сливочное 82%;734;0;0.5;82.5;0.8
385;Масло крестьянское несоленое ;661;0;0.8;72.5;1.3
386;Масло крестьянское соленое ;652;0;0.8;71.5;1.3
387;Масло топленое ;869;0;0.3;98;0.6
462;Язык свиной ;300;0;15.9;16;2.1
468;Колбаса свиная ;274;0;10.2;25.1;1.9
473;Сардельки свиные ;332;0;10.1;31.6;1.9
484;Салями ;568;0;21.6;53.7;1.4
487;Языковая колбаса ;215;0;16.2;10.3;0.3
490;Мортаделла ;345;0;8.8;21;3
496;Колбаса отдельная ;232;0;10.1;20.1;1.8
523;Маргарин полужирный 40 % - ный ;415;0;0.5;40;6.5
548;Кальмары жареные;175;0;9.9;14.4;1.4
556;Карп жареный;196;0;18.3;11.6;4.5
557;Карп отварной;102;0;16;3.7;2
611;Осётр жареный;273;0;16;17.4;13.2
627;Сельдь в сметане;97;0;5.5;6.2;5.3
628;Сельдь в томатном соусе;159;0;13.8;9.7;4.6
647;Судак фаршированный;144;0;13.7;6;8.7
651;Треска запечённая;90;0;6;3.7;8
665;Устрицы свежие;95;0;14;0.3;6
667;Форель копчёная;132;0;26;3.1;0.5
670;Хек жареный;105;0;14.3;3.9;2.5
673;Шпроты;363;0;17.4;32.4;0.4
674;Щука в томатном соусе;108;0;14.2;4;3.6
678;Щука фаршированная;141;0;13.3;6;8.4
680;Яйцо куриное;157;0;12.7;10.9;0.7
682;Яичный порошок;542;0;46;37.3;4.5
683;Яичный желток;352;0;16.2;31.2;1
684;Яйцо страуса;118;0;12.2;11.7;0.7
685;Яйцо перепелиное;168;0;11.9;13.1;0.6
691;Куриный окорочок;185;0;21.3;11;0.1
697;Рябчик;254;0;18;20;0.5
702;Сердце куриное;159;0;15.8;10.3;0.8
703;Тетерев;254;0;18;20;0.5
706;Фазан;254;0;18;20;0.5
819;Лимонная кислота;0;0;0;0;0.2
857;Трюфели свежие;51;0;4;0.5;2
864;Ростки бамбука;27;0;10.4;2.7;12
891;Кролик жареный;241;0;31.5;12.7;0.1
892;Утка жареная;401;0;23.2;34.9;0.1
927;Куриное яйцо;80;0;12.7;10.9;0.3
935;Куриная грудка;113;0;23.6;1.9;0.4
76;Рис белый, обваренный паром, с длинными зернами сырой;369;70;7.8;1.2;76
95;Бобы, консервированные в томатном соусе;63;65;4;0.1;8.5
1236;Кинза, кориандр;25;2;1.5;0;5
77;Рис белый, обваренный паром, с длинными зернами вареный;106;60;8.4;1.2;84.8
694;Курица, мякоть без кожи;241;0;18.2;18.4;0.7
2000;боярышник;52.0;52;0.0;0.0;14.0
2001;брусника 4 сезона;40.0;52;0.7;0.5;8.2
2002;брусника мочёная;24.0;52;0.3;0.2;5.3
2003;виноград;65.0;52;0.6;0.2;16.8
2004;виноград белый кишмиш;69.0;52;0.7;0.2;17.2
2005;голубика;35.0;52;1.0;0.0;8.2
2006;ежевика 4 сезона;31.0;52;2.1;0.4;4.6
2007;жимолость;30.0;52;0.0;0.0;7.8
2008;ирга;45.0;52;0.0;0.0;12.0
2009;клубника;41.0;52;0.8;0.4;7.5
2010;клубника hortex;32.0;52;0.7;0.4;5.4
2011;клюква;26.0;52;0.5;0.0;6.8
2012;клюква hortex;17.0;52;0.5;0.0;3.8
2013;компотное ассорти hortex с клубникой;52.0;52;1.1;0.3;3.2
2014;лимонник;11.0;52;1.0;0.0;1.9
2015;малина;46.0;52;0.8;0.5;8.3
2016;можжевельник;116.0;52;0.0;0.0;31.0
2017;облепиха;82.0;52;1.2;5.4;5.7
2018;рябина;50.0;52;1.5;0.1;10.9
2019;смородина красная;43.0;52;0.6;0.2;7.7
2020;смородина чёрная 4 сезона;28.0;52;1.0;0.2;6.1
2021;фруктовая смесь hortex с малиной;40.0;52;1.0;0.3;6.4
2022;черника 4 сезона;43.0;52;1.1;0.6;8.2
2023;черноплодная рябина;55.0;52;1.5;0.2;10.9
2024;шиповник;51.0;52;1.6;0.0;14.0
2025;барбарис;29.0;52;0.0;0.0;7.9
2026;брусника;43.0;52;0.7;0.5;9.6
2027;брусника hortex;36.0;52;0.7;0.4;7.5
2028;бузина;73.0;52;0.7;0.5;11.4
2029;виноград белый дамские пальчики;60.0;52;0.6;0.2;13.5
2030;виноград фиолетовый ранний;65.0;52;0.6;0.2;16.8
2031;ежевика;31.0;52;2.0;0.0;6.4
2032;ежевика hortex;23.0;52;2.0;0.0;3.8
2033;земляника;41.0;52;0.8;0.4;7.5
2034;калина;26.0;52;0.0;0.0;7.0
2035;клубника 4 сезона;34.0;52;0.8;0.1;6.6
2036;клубника консервированная;65.0;52;0.6;0.3;16.1
2037;клюква 4 сезона;18.0;52;0.5;0.2;3.9
2038;княженика;26.0;52;0.0;0.0;7.0
2039;крыжовник;43.0;52;0.7;0.2;12.0
2040;логанова ягода;55.0;52;1.5;0.3;7.7
2041;малина 4 сезона;39.0;52;0.8;0.5;8.3
2042;морошка;28.0;52;0.8;0.0;9.8
2043;облепиха hortex;82.0;52;1.2;5.4;5.7
2044;смородина белая;42.0;52;0.5;0.2;8.0
2045;смородина чёрная;44.0;52;1.0;0.4;7.3
2046;смородина чёрная hortex;51.0;52;1.3;0.2;7.0
2047;черника;44.0;52;1.1;0.4;7.6
2048;черника hortex;34.0;52;1.1;0.6;6.0
2049;шефердия серебристая;28.0;52;0.5;0.2;3.7
2050;ягоды;38.0;52;0.9;0.3;7.5
2051;антрекот;396.0;52;27.3;31.2;1.7
2052;антрекот из свинины;210.0;52;28.7;9.8;0.0
2053;бараний рубец;82.0;52;11.5;4.0;0.0
2054;бараний язык;195.0;52;12.6;16.1;0.0
2055;баранина вареная;291.0;52;24.6;21.4;0.0
2056;баранина тушеная;268.0;52;20.0;20.9;0.0
2057;бараньи почки;77.0;52;13.6;2.5;0.0
2058;баранья лопатка;284.0;52;15.6;25.0;0.0
2059;бастурма турецкая;240.0;52;14.8;20.1;0.0
2060;бекон мираторг любительский;360.0;52;12.0;35.0;0.0
2061;бефстроганов;355.0;52;21.9;27.4;5.7
2062;бефстроганов из курицы;163.0;52;14.7;2.0;0.4
2063;бизонье мясо;109.0;52;21.6;1.2;0.0
2064;блюдо армянское бозбаш 4 сезона;126.0;52;3.0;9.5;4.0
2065;блюдо греческое мясо по-македонски 4 сезона;206.0;52;5.8;10.1;22.0
2066;блюдо индийское цыплёнок карри 4 сезона;142.0;52;6.6;3.2;21.0
2067;блюдо итальянское пенне карбонара 4 сезона;188.0;52;5.6;11.4;16.4
2068;блюдо китайское курочка по-пекински 4 сезона;102.0;52;5.6;3.3;11.8
2069;блюдо латиноамериканское цыплёнок по-мексикански 4 сезона;127.0;52;6.6;8.5;10.7
2070;блюдо наше макароны по-флотски 4 сезона;185.0;52;7.6;9.9;21.2
2071;блюдо среднеазиатское лагман 4 сезона;158.0;52;4.3;8.9;13.3
2072;блюдо узбекское плов с бараниной 4 сезона;150.0;52;4.2;6.0;14.9
2073;блюдо швейцарское фондю эменталь 4 сезона;175.0;52;7.9;10.2;13.3
2074;буженина вареная;233.0;52;16.4;18.3;1.0
2075;буйволятина;194.0;52;19.0;13.2;0.0
2076;буйволятина жареная;342.0;52;33.4;23.2;0.0
2077;бульмени горячая штучка с говядиной и свининой;220.0;52;14.5;9.5;19.0
2078;бычьи яйца;230.0;52;13.0;20.0;0.1
2079;верблюжатина вареная;230.0;52;29.8;12.4;0.0
2080;верблюжатина тушеная;205.0;52;24.3;12.1;0.0
2081;ветчина dak датская;112.0;52;18.0;4.0;1.0
2082;ветчина велком говяжья вареная;130.0;52;19.0;5.5;0.0
2083;ветчина венеция из мяса индеек;112.0;52;13.2;5.4;2.6
2084;ветчина вязанка с индейкой;90.0;52;13.0;4.0;0.0
2085;ветчина знаменские деликатесы по швейцарскому рецепту;110.0;52;18.0;3.0;3.0
2086;ветчина империя вкуса из индейки;99.0;52;11.0;3.0;7.0
2087;ветчина останкино нежная из индейки;154.0;52;10.0;10.0;5.0
2088;ветчина папа может с индейкой;100.0;52;13.0;3.0;0.0
2089;ветчина рублёвский для завтрака из свинины;183.0;52;12.0;15.0;0.0
2090;глухарь;254.0;52;18.0;20.0;0.5
2091;азу;214.0;52;11.9;14.2;10.2
2092;антрекот из говядины;220.0;52;29.6;11.2;0.0
2093;бараний окорок;232.0;52;18.0;18.0;0.0
2094;бараний фарш;282.0;52;17.0;23.0;0.0
2095;баранина;209.0;52;15.6;16.3;0.0
2096;баранина жареная;320.0;52;20.0;24.0;0.0
2097;баранье сердце;82.0;52;13.5;2.5;0.0
2098;бараньи яйца;230.0;52;13.0;19.0;0.1
2099;баранья печень;101.0;52;18.7;2.9;0.0
2100;бекон;500.0;52;23.0;45.0;0.0
2101;бекон сырокопченый дымов венгерский;436.0;52;10.0;44.0;0.0
2102;бефстроганов из говядины;193.0;52;16.7;11.3;5.9
2103;бефстроганов из свинины;142.0;52;19.4;7.1;0.0
2104;бифштекс;384.0;52;27.8;29.6;1.7
2105;блюдо болгарское жаркое по-деревенски 4 сезона;137.0;52;3.5;11.1;5.5
2106;блюдо грузинское чахохбили с фасолью 4 сезона;87.0;52;6.2;5.5;3.4
2107;блюдо испанское паэлья 4 сезона;129.0;52;8.2;3.0;16.3
2108;блюдо итальянское ризотто с морепродуктами 4 сезона;163.0;52;6.5;6.4;18.8
2109;блюдо китайское свинина в кисло-сладком соусе 4 сезона;153.0;52;4.4;9.4;14.8
2110;блюдо мексиканское чили кон карне 4 сезона;160.0;52;6.4;8.8;15.7
